NORAD ID,REFERENCE ALTITUDE EPOCH,REFERENCE ALTITUDE (KM),REFERENCE TLE 1,REFERENCE TLE 2,PREDICTION EPOCH,PREDICTION ALTITUDE (KM),LAST TLE LINE 1,LAST TLE LINE 2,ESTIMATED REENTRY EPOCH,ESTIMATED REENTRY ALTITUDE (KM),MIN DST
45761,2022-11-24 15:04:24+00:00,280,1 45761U 20038AH  22328.62806043  .01715723  17385-2  35890-2 0  9991,2 45761  53.0326   9.0125 0008810  40.6261 101.0329 15.98719420139169,2022-12-01 02:04:24+00:00,99.23359375,1 45761U 20038AH  22331.80138804  .15248812  12148-4  27108-2 0  9990,2 45761  53.0211 352.3826 0003295  81.3405  96.4878 16.31892032139679"}],2022-11-28 22:14:00+00:00,96.9912265625,-68.0
47569,2022-12-07 08:00:01+00:00,281,1 47569U 21009X   22341.33334491  .02322615  40591-2  47713-2 0  9991,2 47569  53.0428 170.1639 0004237 233.1661 242.8793 15.99684175104342,2022-12-11 21:00:01+00:00,96.9106484375,1 47569U 21009X   22343.88444557  .11297300  12018-4  36760-2 0  9995,2 47569  53.0413 156.7902 0007006 301.2635 203.5276 16.25274572104755"}],2022-12-11 18:13:36+00:00,92.2765234375,-68.0
52351,2022-12-22 06:51:31+00:00,280,1 52351U 22045W   22356.28577983  .01751148  18313-2  36699-2 0  9996,2 52351  53.2078  34.0677 0009016  52.4760  45.2734 15.98710587 39097,2022-12-28 14:51:31+00:00,93.518640625,1 52351U 22045W   22360.32196648  .38497212  12357-4  26167-2 0  9993,2 52351  53.2012  12.9899 0001299 113.8331 346.1899 16.40598148 39749"}],2022-12-26 16:43:38+00:00,89.0526171875,-68.0
55301,2023-01-28 14:00:01+00:00,286,1 55301U 23010AJ  23028.58334491  .01117604  40911-5  60331-3 0  9998,2 55301  69.9907  43.3718 0058331 147.0780 142.5380 16.15320796  1306,2023-02-19 06:00:01+00:00,97.4863984375,1 55301U 23010AJ  23031.87914047  .78206281  42553-5  60182-3 0  9997,2 55301  69.9920  33.4022 0015301 147.2169 283.8078 16.51859758  2468"}],2023-02-01 00:05:58+00:00,90.6382421875,-132.0
46763,2023-02-01 01:14:40+00:00,284,1 46763U 20074AA  23032.05185190  .02075142  27243-2  50402-2 0  9992,2 46763  53.0324 249.3855 0005916 293.7760  66.4350 15.96304401127610,2023-02-06 12:14:40+00:00,95.2639609375,1 46763U 20074AA  23035.46868192  .60604613  12672-4  87800-3 0  9990,2 46763  53.0043 231.4894 0005374 343.3031  17.6464 16.48525241128164"}],2023-02-04 16:14:54+00:00,73.35128125,-132.0
46776,2023-02-02 16:54:52+00:00,279,1 46776U 20074AP  23033.70476625  .02619710  61845-2  51457-2 0  9997,2 46776  53.0292 247.9392 0006538 243.1153 230.9964 16.00974932127453,2023-02-06 13:54:52+00:00,99.8706875,1 46776U 20074AP  23035.99909961  .43921899  12431-4  24749-2 0  9996,2 46776  53.0219 235.8576 0005794 278.4174 204.7092 16.41989887127821"}],2023-02-05 06:58:42+00:00,94.1589765625,-132.0
44722,2023-02-08 00:03:08+00:00,279,1 44722U 19074K   23039.00217888  .03150519  14254-1  66617-2 0  9990,2 44722  53.0464 174.9381 0008460 335.6780 133.1401 16.01636890179602,2023-02-10 21:03:08+00:00,88.0449140625,1 44722U 19074K   23040.80494623  .21032882  12269-4  36491-2 0  9990,2 44722  53.0438 165.4420 0007770 344.0748 154.6100 16.32045528179894"}],2023-02-10 14:19:07+00:00,93.6466171875,-132.0
55424,2023-02-10 13:44:22+00:00,292,1 55424U 23014AK  23041.57247284  .01462306  11067-2  37522-2 0  9999,2 55424  70.0044  61.5810 0004761 208.9223 151.1722 15.95313827  2704,2023-02-18 13:44:22+00:00,97.118015625,1 55424U 23014AK  23044.37237465  .18318819  43709-5  37005-2 0  9994,2 55424  69.9823  53.2471 0007250 179.4720 180.7030 16.31041054  3158"}],2023-02-14 08:56:13+00:00,85.6986484375,-132.0
45537,2023-02-19 03:21:57+00:00,278,1 45537U 20025G   23050.14024780  .02841020  82987-2  57117-2 0  9995,2 45537  52.9531 327.6848 0015636 194.2500 268.3192 16.00869081157903,2023-02-22 14:21:57+00:00,93.257140625,1 45537U 20025G   23052.24776911  .22290404  12035-4  39887-2 0  9997,2 45537  52.9444 316.5842 0008981 225.8577 227.9971 16.31694892158241"}],2023-02-22 00:56:47+00:00,96.037875,-163.0
47166,2023-02-26 04:24:11+00:00,283,1 47166U 20088AW  23057.18345771  .02376133  40975-2  55479-2 0  9999,2 47166  53.0317  51.0918 0006797  98.3074 261.7769 15.97360826127734,2023-03-02 19:24:11+00:00,94.0452109375,1 47166U 20088AW  23059.25749590  .23401955  12058-4  42733-2 0  9992,2 47166  53.0376  40.2489 0004628 157.7188 336.6773 16.31600608128067"}],2023-02-28 23:10:48+00:00,97.2187890625,-163.0
44929,2024-02-26 16:00:01+00:00,281,1 44929U 20001R   24057.66667824  .00454172  97064-4  98968-3 0  9990,2 44929  53.0456  19.4687 0005417 106.5347  12.9785 15.97703612228815,2024-03-22 17:00:01+00:00,98.8669765625,1 44929U 20001R   24067.13878346  .13384676  11908-4  40302-2 0  9992,2 44929  53.0447 330.2587 0005482 213.2323 259.1927 16.26197967230336"}],2024-03-08 15:19:51+00:00,91.5397109375,-128.0
55606,2023-03-06 22:00:01+00:00,283,1 55606U 23020AP  23065.91667824  .00460058  92123-4  11577-2 0  9995,2 55606  42.9979 216.4730 0012589  89.1634  31.0935 15.94665815  1308,2023-04-01 18:00:01+00:00,99.6074140625,1 55606U 23020AP  23068.75613692  .17864905  90918-5  43708-2 0  9993,2 55606  42.9915 198.4379 0001777   2.5921 357.5097 16.28310459  4061"}],2023-03-10 18:08:50+00:00,91.377265625,-163.0
47890,2023-03-09 18:30:40+00:00,279,1 47890U 21021AG  23068.77129580  .03042489  10489-1  68786-2 0  9992,2 47890  53.0325 353.4677 0005805 194.1074 173.0686 15.99535908112747,2023-03-12 22:30:40+00:00,99.988125,1 47890U 21021AG  23070.70726632  .39978261  12330-4  17011-2 0  9999,2 47890  52.9984 343.2172 0007594 182.4416 270.2929 16.43078655113067"}],2023-03-11 23:58:28+00:00,93.5849140625,-163.0
47872,2023-03-11 02:26:38+00:00,302,1 47872U 21021N   23070.10183271  .02299537  32484-2  73460-2 0  9991,2 47872  53.0413 326.0039 0007533 230.7604 129.2724 15.91211451113258,2023-03-20 04:26:38+00:00,98.16790625,1 47872U 21021N   23070.10185771  .01050128  47573-3  35330-2 0  9998,2 47872  53.0395 326.0084 0010288 211.8622 148.1781 15.89461130113743,2023-03-23 05:26:41+00:00,94.35759375,-163.0
55356,2023-03-16 00:49:12+00:00,307,1 55356U 23013AB  23075.03416710  .00685852  00000-0  22202-2 0  9996,2 55356  42.9951 109.1786 0009574  94.1121 266.0847 15.88309246  7704,2023-04-05 09:49:12+00:00,98.885796875,1 55356U 23013AB  23078.36557620  .00014486  00000-0  50882-4 0  9997,2 55356  42.9952  88.5509 0010385 119.0583 241.1333 15.88964105  8659"}],,,-163.0
46552,2023-03-22 09:41:45+00:00,285,1 46552U 20070W   23081.40399250  .03195817  12996-1  77341-2 0  9993,2 46552  53.0247 260.1051 0005780 312.2311 126.1164 15.98914137137564,2023-03-25 09:41:45+00:00,96.6883671875,1 46552U 20070W   23083.37519219  .13224810  12164-4  29024-2 0  9992,2 46552  53.0042 249.7987 0007459 312.6137  40.6073 16.29633022137883"}],2023-03-25 19:00:17+00:00,91.7738359375,-213.0
55715,2023-04-01 09:19:59+00:00,276,1 55715U 23026W   23091.38887177  .03371156  15244-1  91831-2 0  9997,2 55715  42.9983  88.6001 0008901 150.7869 351.9750 15.96928578  6126,2023-04-04 05:19:59+00:00,95.8799921875,1 55715U 23026W   23093.31099056  .34028263  92293-5  32786-2 0  9992,2 55715  42.9849  76.3216 0002568 173.3999 322.8507 16.37420878  6434"}],2023-04-03 18:27:50+00:00,80.74990625,-213.0
44963,2023-04-02 03:02:59+00:00,284,1 44963U 20001BB  23092.12707630  .03332251  17288-1  85019-2 0  9992,2 44963  52.9613  21.9381 0010930 190.4584 192.2985 15.98924387180250,2023-04-04 20:02:59+00:00,93.1857734375,1 44963U 20001BB  23093.93078881  .42761989  12285-4  40975-2 0  9995,2 44963  52.9473  12.4416 0005789 258.3409 150.7712 16.37645075180541"}],2023-04-04 07:20:20+00:00,87.2951953125,-213.0
54057,2023-03-31 00:00:01+00:00,280,1 54057U 22136G   23090.00001157  .00421406  84433-4  93049-3 0  9994,2 54057  53.2032  68.3424 0006100  79.3869 319.1212 15.97469774  1306,2023-04-26 22:00:01+00:00,99.947609375,1 54057U 22136G   23096.36263977  .35697303  12384-4  18901-2 0  9997,2 54057  53.1885  35.3552 0004494 240.6271 215.6063 16.42501754 26948"}],2023-04-06 17:42:12+00:00,89.7879296875,-213.0
55666,2023-04-04 03:37:54+00:00,282,1 55666U 23021AQ  23094.15132037  .01913938  23812-2  39244-2 0  9992,2 55666  69.9915  19.7539 0006998 200.2733 160.5412 15.99708208  7726,2023-04-09 20:37:54+00:00,98.5365390625,1 55666U 23021AQ  23098.21443464  .33621010  42973-5  33251-2 0  9998,2 55666  69.9765   7.5979 0011567 223.0453 295.7283 16.37726101  8376"}],2023-04-08 16:08:47+00:00,96.4455390625,-213.0
48012,2023-04-05 19:28:01+00:00,283,1 48012U 21024AM  23095.81112499  .03069971  12138-1  63281-2 0  9991,2 48012  53.0322 277.2643 0010504 279.7100 183.2594 16.01518802115426,2023-04-08 19:28:01+00:00,94.89490625,1 48012U 21024AM  23097.73441413  .39990065  12350-4  21349-2 0  9999,2 48012  53.0135 267.1200 0006880 225.2714 255.5960 16.42242396115735"}],2023-04-08 00:37:33+00:00,98.8077109375,-213.0
46742,2023-04-12 16:00:02+00:00,283,1 46742U 20074D   23102.66668981  .02388388  42280-2  53865-2 0  9991,2 46742  53.0362 328.7593 0008398 263.7512 308.9564 15.97999029137731,2023-04-17 06:00:02+00:00,92.5402109375,1 46742U 20074D   23105.07315455  .21675237  12225-4  27139-2 0  9990,2 46742  53.0269 316.1294 0008922 268.5675 222.3042 16.35150253138127"}],2023-04-15 18:45:21+00:00,95.2741953125,-213.0
55706,2023-04-14 11:04:59+00:00,285,1 55706U 23026M   23104.46179319  .03139030  93253-2  92176-2 0  9996,2 55706  42.9955  10.2728 0014942 222.6737 299.5295 15.93908224  8167,2023-04-17 22:04:59+00:00,91.118984375,1 55706U 23026M   23106.13762970  .13971459  87142-5  83552-2 0  9994,2 55706  42.9893 359.6814 0015905 235.9124 248.6741 16.17148379  8436"}],2023-04-17 18:18:11+00:00,95.2832265625,-213.0
45202,2023-04-17 20:41:32+00:00,283,1 45202U 20012AA  23107.86217565  .03179768  14497-1  68859-2 0  9996,2 45202  52.9449  43.9383 0016586 172.0606 187.9790 16.01045986175482,2023-04-20 16:41:32+00:00,97.299703125,1 45202U 20012AA  23110.23059348  .35850923  12324-4  25856-2 0  9998,2 45202  52.9271  31.4179 0006914 245.3652 190.4144 16.40004376175864"}],2023-04-20 14:32:03+00:00,94.6096796875,-213.0
44770,2023-04-18 19:39:07+00:00,283,1 44770U 19074BK  23108.81882963  .03062377  12026-1  61781-2 0  9997,2 44770  52.9805 217.3912 0019202 329.0162 179.4849 16.01589635190135,2023-04-21 19:39:07+00:00,99.2471875,1 44770U 19074BK  23110.73575269  .30266833  12425-4  28676-2 0  9994,2 44770  52.9765 207.2551 0007777 341.1082 146.3348 16.37686665190448"}],2023-04-21 05:39:29+00:00,99.739390625,-213.0
51967,2023-04-18 20:37:44+00:00,280,1 51967U 22025M   23108.85953635  .01919131  23482-2  39417-2 0  9999,2 51967  53.1929 330.9783 0009361 244.9370 115.0690 15.99192025 63464,2023-04-24 12:37:44+00:00,99.7145234375,1 51967U 22025M   23111.59484144  .29460982  12446-4  11884-2 0  9991,2 51967  53.1820 316.6672 0006013 269.3230 127.2688 16.43505541 65015"}],2023-04-22 00:16:34+00:00,92.162296875,-213.0
45046,2023-04-22 22:56:20+00:00,281,1 45046U 20006C   23112.95578995  .01486606  13607-2  21654-2 0  9993,2 45046  52.9783 263.8176 0021289 298.8089 156.7387 16.04400168179110,2023-04-29 19:56:20+00:00,96.1071796875,1 45046U 20006C   23116.54395557  .05357162  11951-4  19061-2 0  9992,2 45046  52.9815 244.9117 0016581 293.7506 122.8627 16.23881913179694"}],2023-04-30 05:03:18+00:00,96.9330234375,-213.0
47130,2023-04-24 23:17:18+00:00,280,1 47130U 20088J   23114.97035136  .00614251  17294-3  13484-2 0  9995,2 47130  53.0353 268.8502 0009234 290.7783  69.0108 15.97500349134826,2023-05-13 14:17:18+00:00,96.082484375,1 47130U 20088J   23123.28736052  .24458081  12524-4  87303-3 0  9991,2 47130  53.0210 224.9754 0006767 296.7086 168.3823 16.43942311136178"}],2023-05-03 18:53:48+00:00,96.843359375,-67.0
56286,2023-05-05 09:53:31+00:00,285,1 56286U 23056A   23125.41216404  .00823669  30869-3  18187-2 0  9998,2 56286  42.9959 105.4219 0005192 153.7877 204.1836 15.97193170  3778,2023-05-19 08:53:31+00:00,96.0638125,1 56286U 23056A   23129.52385935  .02613538  10751-1  24326-2 0  9992,2 56286  42.9937  79.4119 0008722 205.8111 154.2533 16.13831722  4439"}],2023-05-12 09:34:21+00:00,99.0080703125,-67.0
55696,2023-05-03 11:52:15+00:00,281,1 55696U 23026B   23123.49461900  .00744590  23454-3  20576-2 0  9990,2 55696  42.9974 253.5767 0020546 346.2445  13.7339 15.92665640 11189,2023-05-19 19:52:15+00:00,98.2451484375,1 55696U 23026B   23130.93215456  .04496498  89974-5  20037-2 0  9998,2 55696  42.9813 206.5217 0011107  23.1097 144.2210 16.21129109 12385"}],2023-05-15 13:22:18+00:00,96.753671875,-67.0
44742,2023-05-10 09:28:21+00:00,278,1 44742U 19074AF  23130.39468852  .02723316  68544-2  57221-2 0  9998,2 44742  52.9434  94.3648 0004935 163.0190 197.1921 15.99964701193739,2023-05-14 04:28:21+00:00,94.4098828125,1 44742U 19074AF  23132.82768875  .31719625  12518-4  72129-3 0  9993,2 44742  52.9167  81.5191 0018882  85.7292  10.0890 16.44535964194120"}],2023-05-13 04:51:52+00:00,91.52484375,-57.0
45086,2023-05-15 11:06:35+00:00,278,1 45086U 20006AU  23135.46290288  .02427963  44288-2  55390-2 0  9999,2 45086  52.9507 117.2941 0006032 100.3620  46.5729 15.97872808183146,2023-05-19 21:06:35+00:00,99.1926484375,1 45086U 20006AU  23138.79096507  .24093893  12038-4  25868-2 0  9998,2 45086  52.9335  99.8119 0013567 185.8584 176.6782 16.36331104183681"}],2023-05-19 10:58:59+00:00,82.3430703125,-72.0
51817,2023-05-17 04:00:01+00:00,280,1 51817U 22017BB  23137.16667824  .01380329  10129-2  29417-2 0  9996,2 51817  53.1744  81.1684 0004779 128.1659 262.2991 15.98264659 71593,2023-05-25 09:00:01+00:00,99.566890625,1 51817U 22017BB  23141.03139491  .23749131  12127-4  28472-2 0  9997,2 51817  53.1657  61.0144 0008391 224.1868 230.3782 16.35572733 72207"}],2023-05-21 16:45:13+00:00,96.34171875,-72.0
45051,2023-05-27 19:45:39+00:00,281,1 45051U 20006H   23147.82336671  .02375995  42395-2  51662-2 0  9993,2 45051  53.0359 116.2748 0003621  97.1109 341.1765 15.98719773184311,2023-06-01 08:45:39+00:00,98.0451953125,1 45051U 20006H   23150.37702523  .42424380  12323-4  17176-2 0  9999,2 45051  53.0231 102.8380 0010851 225.8395 276.2101 16.42856538184721"}],2023-05-30 16:02:55+00:00,94.7959921875,-72.0
45575,2023-05-26 19:10:24+00:00,282,1 45575U 20025AW  23146.79889293  .00790399  27774-3  20307-2 0  9997,2 45575  52.9724 249.7968 0015107 326.2385  33.7677 15.94487669172502,2023-06-10 22:10:24+00:00,93.43,1 45575U 20025AW  23154.41204251  .28074438  12404-4  26085-2 0  9993,2 45575  52.9598 210.0916 0008012 315.4414 138.7294 16.37847130173722"}],2023-06-03 21:53:20+00:00,96.3121796875,-72.0
55711,2023-05-20 22:00:02+00:00,280,1 55711U 23026S   23140.91668981  .00708622  22325-3  15989-2 0  9996,2 55711  42.9900 146.5772 0012575 119.3450 305.7480 15.96660048 13949,2023-06-06 06:00:02+00:00,98.330421875,1 55711U 23026S   23155.14272694  .11167259  92964-5  59184-3 0  9990,2 55711  42.9800  55.8163 0010811 252.7820 257.0334 16.41917216 16233"}],2023-06-05 02:25:32+00:00,98.7970234375,-72.0
44947,2023-06-06 12:32:07+00:00,274,1 44947U 20001AK  23157.52230414  .02555364  59371-2  46249-2 0  9994,2 44947  53.0448 136.3286 0005511 201.7591 260.1104 16.02351793188761,2023-06-10 10:32:07+00:00,95.1181796875,1 44947U 20001AK  23159.93887639  .63437262  12431-4  12786-2 0  9998,2 44947  53.0204 123.5915 0009057 211.4560 260.0667 16.46399868189151"}],2023-06-09 02:31:59+00:00,90.586515625,-72.0
46346,2023-06-02 13:21:33+00:00,279,1 46346U 20062X   23153.55663341  .01968652  24723-2  42110-2 0  9997,2 46346  53.0463 352.8147 0012593 274.2630  85.6959 15.98424386155519,2023-06-08 05:21:33+00:00,91.1300703125,1 46346U 20062X   23160.91160972  .14371119  12281-4  25804-2 0  9996,2 46346  53.0347 314.2511 0014974 308.2790 180.5812 16.31404291156703"}],2023-06-11 02:52:43+00:00,94.661140625,-72.0
56831,2023-06-09 12:26:08+00:00,276,1 56831U 23079J   23160.51814454  .01362681  99106-3  26598-2 0  9995,2 56831  43.0027 184.0170 0001388 217.1873 142.8909 15.99569461  1594,2023-06-17 15:26:08+00:00,99.9169375,1 56831U 23079J   23162.46411326  .11974390  89153-5  47445-2 0  9996,2 56831  42.9961 171.6034 0003185 197.0988 288.7950 16.22741372  1901"}],2023-06-13 02:08:19+00:00,96.4980703125,-72.0
55703,2023-05-28 20:51:52+00:00,281,1 55703U 23026J   23148.86935760  .00612829  17370-3  11384-2 0  9993,2 55703  42.9928  97.8685 0012997 184.2094 210.7331 16.00085046 15200,2023-06-15 20:51:52+00:00,98.9708125,1 55703U 23026J   23164.91418135  .56180739  93695-5  49762-2 0  9997,2 55703  42.9869 355.1780 0012749 313.1082  47.0456 16.37812962 17795"}],2023-06-14 03:56:25+00:00,96.566296875,-72.0
46560,2023-06-06 10:09:28+00:00,279,1 46560U 20070AE  23157.42324020  .00681723  21189-3  15421-2 0  9991,2 46560  53.0331 297.1822 0006956 341.4912  18.5862 15.96994854148822,2023-06-23 09:09:28+00:00,97.435828125,1 46560U 20070AE  23167.17774840  .33715401  12133-4  98642-3 0  9997,2 46560  52.9901 245.9345 0019473 168.6935 274.6048 16.43156836150395"}],2023-06-16 13:15:57+00:00,97.0151640625,-72.0
47906,2023-06-24 11:58:01+00:00,279,1 47906U 21021AY  23175.49862404  .03146746  15552-1  63147-2 0  9990,2 47906  52.9801  31.7439 0012697 259.3129 166.3387 16.02790820131639,2023-06-27 05:58:01+00:00,99.522046875,1 47906U 21021AY  23178.72169353  .39762747  12580-4  15278-2 0  9999,2 47906  52.9756  14.7110 0014111 307.8606 135.7120 16.42635037132152"}],2023-06-28 00:19:14+00:00,98.922828125,-57.0
46573,2023-06-22 08:56:15+00:00,281,1 46573U 20070AT  23173.37239343  .01124099  64196-3  22301-2 0  9999,2 46573  53.0284 208.4510 0009482  23.0313  96.7394 15.99374636151462,2023-07-02 07:56:15+00:00,94.495234375,1 46573U 20070AT  23178.34527196  .36408880  12587-4  15423-2 0  9993,2 46573  53.0214 182.4152 0008972 353.2864 143.5364 16.42915184152265"}],2023-06-27 17:17:11+00:00,89.554515625,-57.0
55698,2023-06-15 19:24:58+00:00,280,1 55698U 23026D   23166.80900137  .00615400  16476-3  14645-2 0  9997,2 55698  42.9934 349.9694 0016825 300.6463  59.2867 15.95565382 18021,2023-07-04 21:24:58+00:00,99.3347734375,1 55698U 23026D   23180.63307021  .04522902  91940-5  96414-3 0  9991,2 55698  42.9811 262.0984 0009785   8.0378 141.5101 16.29630212 20250"}],2023-07-03 05:11:37+00:00,98.2988671875,-72.0
56696,2023-06-13 10:32:01+00:00,280,1 56696U 23067J   23164.43890481  .00283105  39578-4  68002-3 0  9997,2 56696  43.0002 312.8927 0008959 341.8879  18.1677 15.95650196  4029,2023-07-24 15:32:01+00:00,98.92159375,1 56696U 23067J   23188.29875987  .27818384  95589-5  26184-3 0  9993,2 56696  42.9872 160.8594 0000010 200.4965 264.8024 16.51299425  7878"}],2023-07-07 14:10:13+00:00,88.7568046875,-72.0
56829,2023-06-25 04:09:12+00:00,280,1 56829U 23079G   23176.17305008  .00693883  22299-3  13289-2 0  9993,2 56829  43.0036  86.8436 0006717 258.9946 221.4548 15.99687290  3754,2023-07-11 03:09:12+00:00,98.1502421875,1 56829U 23079G   23187.95239846  .06549093  92950-5  75468-3 0  9997,2 56829  42.9951  11.5025 0012540 295.4351 197.5804 16.35519852  5652"}],2023-07-08 22:51:27+00:00,98.4740859375,-53.0
44950,2023-07-07 11:44:10+00:00,279,1 44950U 20001AN  23188.48900635  .02862602  95836-2  49797-2 0  9999,2 44950  53.0291 332.3351 0020369 309.3252 129.0951 16.03502191193781,2023-07-10 17:44:10+00:00,91.5320859375,1 44950U 20001AN  23190.47577317  .85300129  12688-4  11996-2 0  9996,2 44950  53.0160 321.8365 0008709 326.4973 151.6576 16.48379275194103"}],2023-07-09 14:25:07+00:00,85.68475,-93.0
47669,2023-07-10 16:04:32+00:00,284,1 47669U 21012BB  23191.66980958  .01652587  14465-2  44156-2 0  9993,2 47669  53.0393 331.6472 0020916 313.4416  58.9813 15.93826776134885,2023-07-17 20:04:32+00:00,94.939390625,1 47669U 21012BB  23195.73818071  .47148814  12106-4  56945-3 0  9996,2 47669  53.0584 310.3542 0031933 213.6690 301.3488 16.46421909135539"}],2023-07-14 23:42:59+00:00,97.5256875,-93.0
45195,2023-07-13 21:22:42+00:00,291,1 45195U 20012T   23194.89076284  .02246100  37185-2  43973-2 0  9991,2 45195  53.0298  20.5051 0017778 279.6680 162.0040 16.00138789188579,2023-07-18 13:22:42+00:00,98.6580625,1 45195U 20012T   23197.61122800  .72662032  12630-4  10500-2 0  9993,2 45195  53.0144   6.1866 0011154 286.6775 118.4778 16.47976116189016"}],2023-07-16 18:40:10+00:00,93.62740625,-93.0
55496,2023-07-01 14:00:01+00:00,280,1 55496U 23015AZ  23182.58334491  .00249756  32613-4  59447-3 0  9997,2 55496  42.9876 201.5691 0012172  90.0915  34.9424 15.95772309 23715,2023-08-17 09:00:01+00:00,97.8303671875,1 55496U 23015AZ  23198.18440564  .18667672  90336-5  34952-2 0  9999,2 55496  42.9838 102.3576 0012404 242.6408 251.7935 16.30863781 26223"}],2023-07-18 00:25:33+00:00,97.2888515625,-93.0
56830,2023-06-28 22:24:47+00:00,281,1 56830U 23079H   23179.93388180  .00326736  51083-4  72040-3 0  9999,2 56830  43.0045  63.7193 0006420 271.3599  88.6543 15.97224669  4680,2023-08-02 21:24:47+00:00,98.389828125,1 56830U 23079H   23199.69072611  .15188568  95015-5  33859-3 0  9997,2 56830  42.9934 297.7146 0005449 315.0122 167.3095 16.46370826  7862"}],2023-07-19 08:34:39+00:00,87.5271796875,-53.0
44727,2023-07-26 20:00:01+00:00,283,1 44727U 19074Q   23207.83334491  .02496886  49067-2  55503-2 0  9995,2 44727  53.0428 147.3365 0005512 170.2256 240.6057 15.98469929204915,2023-07-31 02:00:01+00:00,98.2346171875,1 44727U 19074Q   23210.81009413  .56805256  12926-4  47929-3 0  9994,2 44727  53.0301 131.7045 0023460 321.4403  89.3769 16.49981586205399"}],2023-07-29 23:26:32+00:00,98.276296875,-93.0
45561,2023-08-01 13:35:25+00:00,279,1 45561U 20025AG  23213.56626361  .01916286  23454-2  39055-2 0  9993,2 45561  53.0180 225.2965 0009022  37.2984  57.8515 15.99330340183838,2023-08-07 06:35:25+00:00,99.2641015625,1 45561U 20025AG  23216.84828553  .21790398  12393-4  15957-2 0  9997,2 45561  53.0020 208.0261 0001873  14.0915  58.2545 16.39984439184368"}],2023-08-05 11:21:32+00:00,94.6027109375,-93.0
55708,2023-08-04 22:29:41+00:00,284,1 55708U 23026P   23216.93727916  .00845841  32651-3  18398-2 0  9997,2 55708  42.9953  84.2839 0018577 261.1067  98.7707 15.97152813 25494,2023-08-18 13:29:41+00:00,95.3696171875,1 55708U 23026P   23218.98400676  .66847118  94600-5  12608-2 0  9998,2 55708  42.9850  71.2055 0008312 275.0208  86.4814 16.46886742 25823"}],2023-08-07 04:36:58+00:00,69.247921875,-93.0
45418,2023-08-21 23:07:47+00:00,284,1 45418U 20019BL  23233.96374022  .02994937  11205-1  56738-2 0  9994,2 45418  52.9671 350.4568 0021459 327.6000 143.0564 16.02384727189588,2023-08-25 01:07:47+00:00,98.936453125,1 45418U 20019BL  23235.70024997  .11290169  12185-4  36517-2 0  9991,2 45418  52.9657 341.3086 0017465 330.7563 139.1225 16.24941513189864"}],2023-08-25 09:48:22+00:00,95.0211015625,-85.0
56514,2023-08-28 14:00:01+00:00,280,1 56514U 23065M   23240.58334491  .00277047  38095-4  67314-3 0  9995,2 56514  42.9941 154.4855 0013618 212.0765 346.2261 15.95341540 17252,2023-10-09 21:00:01+00:00,99.0164921875,1 56514U 23065M   23247.11828035  .10296858  89667-5  33726-2 0  9996,2 56514  42.9893 113.2254 0013019 260.8238 236.9886 16.24761152 18308"}],2023-09-05 23:50:19+00:00,92.699328125,-85.0
57478,2023-08-29 15:37:53+00:00,263,1 57478U 23107X   23241.65130752  .00812564  33371-3  11894-2 0  9996,2 57478  43.0030 301.8558 0009829  39.0045 100.3769 16.04201939  6290,2023-09-11 10:37:53+00:00,99.591734375,1 57478U 23107X   23249.75881120  .08030960  93488-5  61534-3 0  9991,2 57478  42.9528 249.7765 0007263  41.3668 136.8807 16.39269300  7604"}],2023-09-08 09:12:41+00:00,99.5206328125,-85.0
57619,2023-08-30 21:29:38+00:00,280,1 57619U 23119T   23242.89558295  .00678122  21473-3  12448-2 0  9995,2 57619  43.0006  53.4576 0009599 297.5085 187.3814 16.00374102  4326,2023-09-16 04:29:38+00:00,97.785,1 57619U 23119T   23253.41825888  .06488130  93586-5  76941-3 0  9999,2 57619  42.9786 346.0480 0011642 339.9699  71.0767 16.35302397  6028"}],2023-09-12 12:02:18+00:00,98.208625,-85.0
44739,2023-09-05 18:28:46+00:00,280,1 44739U 19074AC  23248.76997317  .01270400  83841-3  26474-2 0  9992,2 44739  52.9364 251.2084 0006972  54.0622 116.6436 15.98590051211995,2023-09-14 13:28:46+00:00,98.3468359375,1 44739U 19074AC  23254.20892407  .13658042  11980-4  12395-2 0  9990,2 44739  52.9355 222.6522 0019164 172.1446 213.3480 16.37412210212873"}],2023-09-12 07:00:51+00:00,86.74278125,-85.0
55702,2023-08-28 22:00:01+00:00,280,1 55702U 23026H   23240.91667824  .00479357  99308-4  12210-2 0  9992,2 55702  42.9945 297.0493 0013914  55.4538 344.4204 15.94404878  6003,2023-09-22 18:00:01+00:00,98.790609375,1 55702U 23026H   23256.29364466  .06485514  90413-5  10845-2 0  9995,2 55702  42.9810 199.4376 0008031 210.2828 275.2464 16.32165602 31713"}],2023-09-15 14:02:51+00:00,98.3977890625,-85.0
44731,2023-09-20 09:08:22+00:00,280,1 44731U 19074U   23263.38081394  .01881947  22092-2  39702-2 0  9990,2 44731  53.0490 237.2024 0002137 179.9918 180.1112 15.98761351213397,2023-09-26 06:08:22+00:00,97.4191484375,1 44731U 19074U   23265.81470994  .32473548  12320-4  32257-2 0  9999,2 44731  53.0267 224.3609 0004672 293.2964 148.7320 16.37357489213952"}],2023-09-23 07:33:11+00:00,85.6659609375,-88.0
