NORAD ID,REFERENCE ALTITUDE EPOCH,REFERENCE ALTITUDE (KM),REFERENCE TLE 1,REFERENCE TLE 2,PREDICTION EPOCH,PREDICTION ALTITUDE (KM),LAST TLE LINE 1,LAST TLE LINE 2,ESTIMATED REENTRY EPOCH,ESTIMATED REENTRY ALTITUDE (KM),MIN DST
53549,2024-08-18 14:00:01+00:00,281,1 53549U 22101Y   24231.58334491  .01246043  79725-3  26536-2 0  9998,2 53549  53.2139  78.6118 0000341  75.0939 272.7363 15.98248998110750,2024-08-27 16:00:01+00:00,99.2374609375,1 53549U 22101Y   24240.66938785  .28587569  12294-4  31358-2 0  9990,2 53549  53.1994  31.2193 0007152 291.3306 142.0444 16.36419611112222"}],2024-08-28 04:03:55+00:00,97.0424296875,-121.0
47801,2024-08-22 20:00:02+00:00,281,1 47801U 21018Q   24235.83335648  .00897158  38681-3  18384-2 0  9991,2 47801  53.0411 177.6846 0004897 139.0739 315.5790 15.98815869192456,2024-09-04 08:00:02+00:00,98.6600234375,1 47801U 21018Q   24240.31948304  .11332480  11728-4  54638-2 0  9999,2 47801  53.0358 154.3605 0007992 212.6098 245.8419 16.20467700193172"}],2024-08-29 04:40:03+00:00,99.2340390625,-121.0
44939,2024-08-21 16:00:01+00:00,280,1 44939U 20001AB  24234.66667824  .00601691  17263-3  11215-2 0  9999,2 44939  53.0397 286.0350 0010672   6.4268 112.3689 16.00360586  5992,2024-09-09 00:00:01+00:00,95.8781640625,1 44939U 20001AB  24240.51923502  .18977761  12156-4  37563-2 0  9992,2 44939  53.0333 255.5186 0003183  28.5359 106.6668 16.30794940256680"}],2024-08-28 10:27:42+00:00,95.5718203125,-121.0
47999,2024-08-21 04:00:01+00:00,280,1 47999U 21024Y   24234.16667824  .01163189  67735-3  25178-2 0  9997,2 47999  53.0412 214.8173 0001451  86.2089  73.5760 15.97922255190763,2024-08-31 00:00:01+00:00,95.17159375,1 47999U 21024Y   24240.13293247  .25440806  12120-4  39391-2 0  9996,2 47999  53.0334 183.6847 0005057 229.7422 255.2944 16.33235582191718"}],2024-08-27 19:11:25+00:00,95.5337578125,-121.0
54069,2024-08-21 18:00:01+00:00,281,1 54069U 22136U   24234.75001157  .00958898  43941-3  20954-2 0  9992,2 54069  53.2134 324.5653 0000637  24.3541 136.6674 15.97705520102532,2024-09-02 15:00:01+00:00,97.913359375,1 54069U 22136U   24241.39471792  .25993984  12021-4  40850-2 0  9991,2 54069  53.2119 289.9912 0008160 194.3750 260.5147 16.33017712103607"}],2024-08-29 01:28:24+00:00,97.262,-121.0
47599,2024-08-22 06:00:01+00:00,281,1 47599U 21009BD  24235.25001157  .00767636  26972-3  17463-2 0  9990,2 47599  53.0420 316.6033 0013652 351.9895  57.3066 15.96762496197424,2024-09-06 07:00:01+00:00,97.357890625,1 47599U 21009BD  24240.98495377  .18479139  12380-4  23109-2 0  9997,2 47599  53.0257 286.7701 0008987   6.3722  61.4867 16.35159601198356"}],2024-08-28 21:38:20+00:00,89.8347890625,-121.0
51796,2024-08-24 12:41:45+00:00,281,1 51796U 22017AE  24237.52898838  .01167540  70048-3  23225-2 0  9991,2 51796  53.2166 335.1972 0000642  82.5564 347.3778 15.99436883139294,2024-09-03 00:41:45+00:00,99.8282265625,1 51796U 22017AE  24242.26232692  .39330724  12357-4  20384-2 0  9998,2 51796  53.1999 310.5576 0004253 187.4636 287.5695 16.42668480140059"}],2024-08-29 13:17:45+00:00,99.61190625,-121.0
48389,2024-08-25 14:00:01+00:00,281,1 48389U 21038AN  24238.58334491  .01055731  55184-3  21810-2 0  9994,2 48389  53.0521 325.0927 0000720  45.4978  15.6019 15.98729510  5716,2024-09-05 07:00:01+00:00,98.2951640625,1 48389U 21038AN  24242.26426267  .33587403  12266-4  40861-2 0  9990,2 48389  53.0387 305.8953 0003139 301.5469 175.9249 16.35556295184116"}],2024-08-29 18:20:32+00:00,95.797953125,-121.0
48372,2024-08-21 22:00:01+00:00,280,1 48372U 21038V   24234.91667824  .00636152  17902-3  16083-2 0  9991,2 48372  53.0437 292.3606 0013607   6.7707   2.4233 15.94822762183608,2024-09-09 12:00:01+00:00,96.9075,1 48372U 21038V   24242.22869466  .30919481  12358-4  29305-2 0  9994,2 48372  53.0309 254.4381 0003527   7.3411  79.5747 16.37788371184773"}],2024-08-29 17:29:19+00:00,87.71609375,-121.0
45709,2024-08-21 22:00:01+00:00,280,1 45709U 20035BE  24234.91667824  .00476023  10761-3  96226-3 0  9991,2 45709  53.0423 344.1667 0010541 323.6668  89.9573 15.98954602  5937,2024-09-14 08:00:01+00:00,97.7395234375,1 45709U 20035BE  24241.78069622  .14500711  12048-4  55493-2 0  9994,2 45709  53.0312 308.5036 0008968 341.5215 122.8771 16.23304678235668"}],2024-08-30 05:44:12+00:00,99.89465625,-121.0
55709,2024-08-22 06:00:01+00:00,280,1 55709U 23026Q   24235.25001157  .00886948  36181-3  19581-2 0  9997,2 55709  42.9927 256.0947 0006950 134.7660 337.4393 15.97185043 86189,2024-09-04 06:00:01+00:00,98.4805546875,1 55709U 23026Q   24242.20113505  .08408839  90396-5  20231-2 0  9992,2 55709  42.9846 211.8295 0010271 259.8211 180.8377 16.28320771 87307"}],2024-08-31 04:49:38+00:00,99.3190390625,-121.0
58799,2024-08-26 22:30:56+00:00,280,1 58799U 24012N   24239.93814262  .02262387  39278-2  39091-2 0  9997,2 58799  42.9878  41.3292 0017707 313.9806 184.0405 16.02077674 36057,2024-08-31 11:30:56+00:00,98.982203125,1 58799U 24012N   24242.72437657  .11835315  92552-5  20714-2 0  9993,2 58799  42.9876  23.4690 0010723 319.5068 171.8094 16.31616087 36508"}],2024-08-31 01:23:06+00:00,94.2360859375,-121.0
48402,2024-08-22 22:00:01+00:00,279,1 48402U 21038BB  24235.91667824  .00727963  23921-3  17257-2 0  9999,2 48402  53.0406 277.3119 0012584  16.3305  25.1106 15.96036529183964,2024-09-07 20:00:01+00:00,98.8346484375,1 48402U 21038BB  24243.08376147  .15638714  12277-4  18493-2 0  9998,2 48402  53.0245 239.9184 0001800 341.9173 137.0566 16.35831657185111"}],2024-08-31 00:00:37+00:00,98.6455625,-121.0
48879,2024-08-22 06:00:01+00:00,280,1 48879U 21059A   24235.25001157  .00904596  39034-3  18714-2 0  9998,2 48879  97.6529   3.0807 0002846 273.4502 109.0371 15.99264036174397,2024-09-03 19:00:01+00:00,88.3846796875,1 48879U 21059A   24242.98330772  .23769084  27289-5  96259-3 0  9992,2 48879  97.6341  12.0143 0012559 257.6120 241.9684 16.42567573175636"}],2024-08-30 13:35:58+00:00,94.1107265625,-121.0
59094,2024-08-21 21:56:39+00:00,279,1 59094U 24041W   24234.91433784  .00307198  47006-4  60884-3 0  9990,2 59094  42.9736 182.9438 0005135 217.0831 142.9692 15.99142545 28717,2024-09-27 08:56:39+00:00,97.3413671875,1 59094U 24041W   24243.85429248  .17358695  91321-5  19845-2 0  9999,2 59094  42.9610 125.8017 0010236 242.9238 170.6300 16.35694234 30112"}],2024-08-31 15:30:11+00:00,97.0082265625,-121.0
47835,2024-08-25 14:00:01+00:00,281,1 47835U 21018BA  24238.58334491  .00752387  26552-3  15587-2 0  9998,2 47835  53.0379 213.8806 0005627  68.8499  14.9716 15.98594612  6068,2024-09-09 16:00:01+00:00,96.5426015625,1 47835U 21018BA  24243.99257023  .27838780  12172-4  40946-2 0  9996,2 47835  53.0259 185.6105 0002679 244.4523 202.7839 16.33769464193066"}],2024-08-31 14:49:18+00:00,96.9407421875,-121.0
58805,2024-08-30 00:00:01+00:00,290,1 58805U 24012U   24243.00001157  .03287450  93751-2  12202-1 0  9998,2 58805  42.9908  43.4804 0031045 317.7757  38.7659 15.88647299 36256,2024-09-02 13:00:01+00:00,96.0471328125,1 58805U 24012U   24245.56413635  .35698233  94696-5  41650-2 0  9991,2 58805  42.9780  27.2587 0024380 322.5104  90.0692 16.34557340 36668"}],2024-09-02 01:32:21+00:00,64.7980546875,-121.0
45234,2024-08-22 22:00:01+00:00,279,1 45234U 20012BJ  24235.91667824  .00449798  94260-4  10280-2 0  9991,2 45234  53.0441 335.2947 0010027 333.2246  51.9017 15.96773750250070,2024-09-17 11:00:01+00:00,97.823625,1 45234U 20012BJ  24244.60123045  .07602967  11977-4  31390-2 0  9994,2 45234  53.0329 290.2011 0007985   1.3596 135.5159 16.22409330251467"}],2024-09-03 12:25:46+00:00,92.3988046875,-121.0
52881,2024-08-26 06:14:49+00:00,280,1 52881U 22062BD  24239.26028750  .01282956  87677-3  24994-2 0  9997,2 52881  53.2133 358.3702 0000675  46.3064  36.6463 15.99846155122110,2024-09-03 22:14:49+00:00,96.8311484375,1 52881U 22062BD  24246.62671362  .20327032  12748-4  15316-3 0  9991,2 52881  53.1971 319.4780 0004746 309.4105 198.8588 16.52458138123306"}],2024-09-03 01:02:28+00:00,91.524453125,-121.0
45732,2024-08-25 14:00:01+00:00,280,1 45732U 20038C   24238.58334491  .00569292  14948-3  12304-2 0  9994,2 45732  53.0431 165.6967 0005887 117.6503   7.3417 15.97831520  5974,2024-09-14 13:00:01+00:00,99.706890625,1 45732U 20038C   24246.17363266  .62225777  12442-4  25315-2 0  9999,2 45732  53.0424 126.0560 0003023 228.3414 267.7664 16.43835120234902"}],2024-09-02 10:10:02+00:00,78.581953125,-121.0
47897,2024-08-29 14:00:01+00:00,279,1 47897U 21021AP  24242.58334491  .00938563  42423-3  19624-2 0  9998,2 47897  53.0378 174.8582 0004593 208.0448 349.1230 15.98467572192788,2024-09-10 17:00:01+00:00,99.6157890625,1 47897U 21021AP  24247.84080979  .23257905  12380-4  10598-2 0  9991,2 47897  53.0205 147.2106 0008646 247.2979 233.2644 16.42650294193632"}],2024-09-04 09:10:46+00:00,93.9175703125,-121.0
46152,2024-08-28 06:00:01+00:00,281,1 46152U 20057AM  24241.25001157  .00651501  19062-3  15516-2 0  9995,2 46152  53.0428 266.4482 0012124  26.0047  22.3474 15.95960225223073,2024-09-15 02:00:01+00:00,98.36909375,1 46152U 20057AM  24248.55194535  .13201841  11964-4  46288-2 0  9994,2 46152  53.0327 228.5099 0003621  63.6457  41.6627 16.24454441224243"}],2024-09-06 03:14:48+00:00,99.3679765625,-121.0
50826,2024-09-01 23:33:35+00:00,281,1 50826U 22001Z   24245.98165502  .01296318  87306-3  27248-2 0  9991,2 50826  53.1970  94.5415 0017298 254.2270 260.0395 15.98200545148664,2024-09-10 15:33:35+00:00,97.64725,1 50826U 22001Z   24248.96516113  .13231720  12078-4  32227-2 0  9997,2 50826  53.1869  78.9899 0014629 281.8156 232.6098 16.28254520149142"}],2024-09-06 07:09:50+00:00,98.6997578125,-121.0
45372,2024-09-02 06:00:01+00:00,280,1 45372U 20019N   24246.25001157  .00540188  13560-3  11431-2 0  9998,2 45372  53.0415  53.8276 0006827 277.5729  96.5052 15.98199423247353,2024-09-23 05:00:01+00:00,98.1184375,1 45372U 20019N   24251.43690226  .28027671  12350-4  30381-2 0  9994,2 45372  53.0303  26.8380 0009673 301.6491 173.2216 16.36433650248185"}],2024-09-07 23:29:08+00:00,95.7745859375,-121.0
44746,2024-09-01 16:00:01+00:00,280,1 44746U 19074AK  24245.66667824  .00525970  12601-3  12243-2 0  9993,2 44746  53.0436 139.4139 0005225 169.4400 356.8529 15.96500460  5982,2024-09-23 16:00:01+00:00,97.953328125,1 44746U 19074AK  24251.51359425  .23849555  11982-4  32783-2 0  9995,2 44746  53.0253 109.0608 0013845 202.2812 241.2309 16.34059545266521"}],2024-09-08 04:19:35+00:00,99.763359375,-121.0
46547,2024-09-05 07:33:54+00:00,281,1 46547U 20070R   24249.31520522  .01093575  62115-3  19626-2 0  9990,2 46547  53.0345  63.4933 0008565 276.6528 148.1799 16.01130488217467,2024-09-15 06:33:54+00:00,99.702,1 46547U 20070R   24251.36653243  .32321068  12252-4  42057-2 0  9992,2 46547  53.0216  52.7432 0009027 282.3023 161.1499 16.34787944217796"}],2024-09-07 20:47:48+00:00,92.456046875,-148.0
45214,2024-08-31 14:00:01+00:00,280,1 45214U 20012AN  24244.58334491  .00564169  14239-3  13850-2 0  9996,2 45214  53.0484 286.6974 0010023   6.1448  13.8089 15.95450303  6070,2024-09-21 12:00:01+00:00,95.9729921875,1 45214U 20012AN  24251.52473556  .12068549  11960-4  40922-2 0  9997,2 45214  53.0419 250.7743 0000964  42.3125  47.8914 16.24868836252626"}],2024-09-09 05:35:37+00:00,97.4981640625,-121.0
45199,2024-09-01 14:00:01+00:00,281,1 45199U 20012X   24245.58334491  .00670445  21195-3  13174-2 0  9992,2 45199  53.0415 276.4935 0010352  18.1187  94.3786 15.99447459251744,2024-09-18 02:00:01+00:00,98.6984921875,1 45199U 20012X   24251.18104075  .26155504  12387-4  26027-2 0  9995,2 45199  53.0233 247.2948 0006081 343.8820 102.2810 16.37310024252645"}],2024-09-07 19:20:42+00:00,89.056203125,-121.0
45547,2024-09-01 06:00:01+00:00,281,1 45547U 20025S   24245.25001157  .00675467  21478-3  13395-2 0  9995,2 45547  53.0405 358.3021 0009073 328.4365 344.9659 15.99311646241985,2024-09-17 20:00:01+00:00,94.8705546875,1 45547U 20025S   24252.68243785  .23606485  12278-4  39847-2 0  9993,2 45547  53.0274 319.4864 0008025 338.5560 160.5969 16.32311541243178"}],2024-09-09 11:22:43+00:00,80.6913046875,-121.0
58888,2024-09-08 13:32:58+00:00,280,1 58888U 24020N   24252.56455552  .05293556  57720-1  11841-1 0  9990,2 58888  53.1402 331.3228 0019676 359.1119 139.0079 16.02216585 35636,2024-09-10 02:32:58+00:00,86.897234375,1 58888U 24020N   24253.66950291  .35820472  12235-4  63633-2 0  9990,2 58888  53.1268 325.5076 0006876 336.6156 103.9015 16.31833854 35817"}],2024-09-10 04:04:05+00:00,87.5135859375,-333.0
56691,2024-08-30 14:00:01+00:00,284,1 56691U 23067D   24243.58334491  .00548710  12369-3  16181-2 0  9995,2 56691  42.9849 329.6791 0032115  16.4897  38.9714 15.90878147 72167,2024-09-22 01:00:01+00:00,98.94375,1 56691U 23067D   24254.06906337  .14841291  88385-5  54813-2 0  9996,2 56691  42.9673 263.6538 0018508 113.7449 300.0820 16.23086685 73844"}],2024-09-11 13:39:27+00:00,81.972234375,-121.0
45082,2024-09-07 06:00:01+00:00,281,1 45082U 20006AQ  24251.25001157  .00590976  16487-3  11544-2 0  9994,2 45082  53.0397 126.2560 0005460 213.4149 190.4692 15.99629416255565,2024-09-26 01:00:01+00:00,99.1116640625,1 45082U 20006AQ  24256.06219858  .11579768  11918-4  46324-2 0  9994,2 45082  53.0331 101.1880 0009755 280.3721 215.5097 16.22746085256333"}],2024-09-13 21:29:34+00:00,99.875453125,-333.0
45053,2024-09-06 06:00:01+00:00,280,1 45053U 20006K   24250.25001157  .00693388  22748-3  13552-2 0  9990,2 45053  52.9746  46.4697 0008089 313.5012   5.4631 15.99583177256500,2024-09-22 08:00:01+00:00,99.7022265625,1 45053U 20006K   24255.94264240  .13525317  12145-4  44929-2 0  9998,2 45053  52.9686  16.7928 0012236 340.8534 126.1179 16.24873570257429"}],2024-09-13 12:37:24+00:00,86.3948671875,-333.0
60990,2024-09-12 16:00:14+00:00,180,1 60990U 24158A   24256.66682642  .11625217  12300-4  11425-2 0  9993,2 60990  53.1299  79.0253 0010795 276.9170 128.8101 16.37255446  1303,2024-09-13 20:00:14+00:00,98.7772109375,1 60990U 24158A   24256.92781948  .45865837  12647-4  35492-3 0  9997,2 60990  53.1497  77.5570 0005192 232.2397 278.1431 16.52258777  1345"}],2024-09-13 02:16:04+00:00,97.718296875,-333.0
48446,2024-09-11 00:00:02+00:00,279,1 48446U 21040U   24255.00002315  .01241209  82424-3  22959-2 0  9993,2 48446  53.0426  93.5541 0002857 272.1947 200.7612 16.00724735  5872,2024-09-19 18:00:02+00:00,99.6130625,1 48446U 21040U   24257.93208104  .13492659  11878-4  61266-2 0  9991,2 48446  53.0428  78.2550 0004879 289.0859 225.6036 16.21283769186460"}],2024-09-15 12:22:12+00:00,98.31446875,-333.0
49726,2024-09-08 20:28:44+00:00,283,1 49726U 21115C   24252.85329120  .01361093  10249-2  24571-2 0  9995,2 49726  53.1976  50.6144 0020088 301.6317 217.3842 16.00788474154552,2024-09-16 18:28:44+00:00,97.680515625,1 49726U 21115C   24257.92825407  .19304775  12371-4  16463-2 0  9991,2 49726  53.1816  24.0384 0010462 290.7044 171.6385 16.38487699155377"}],2024-09-14 17:16:41+00:00,84.71215625,-333.0
46677,2024-09-09 14:00:02+00:00,278,1 46677U 20073H   24253.58335648  .00951375  43333-3  20448-2 0  9999,2 46677  53.0333 114.7215 0008399 239.9754 307.4936 15.97927139216114,2024-09-21 13:00:02+00:00,97.7300859375,1 46677U 20073H   24258.53856100  .86010982  12381-4  62886-3 0  9997,2 46677  53.0263  88.9252 0023688 150.9659 302.7980 16.50969968216903"}],2024-09-14 15:55:32+00:00,87.2201015625,-333.0
52613,2024-09-11 14:00:01+00:00,278,1 52613U 22052R   24255.58334491  .01182811  71909-3  23811-2 0  9991,2 52613  53.2073 179.1149 0000458 117.3553  70.9101 15.99230953129391,2024-09-21 01:00:01+00:00,94.8359609375,1 52613U 22052R   24262.64611497  .63370726  12506-4  15008-2 0  9990,2 52613  53.1891 142.2244 0004323 256.7670 202.2056 16.46105099130530"}],2024-09-18 19:30:24+00:00,93.0330078125,-333.0
47570,2024-09-09 06:00:01+00:00,281,1 47570U 21009Y   24253.25001157  .00965409  44599-3  21041-2 0  9999,2 47570  53.0369 235.5593 0005553  54.6748   4.5847 15.97719108200148,2024-09-21 01:00:01+00:00,98.817796875,1 47570U 21009Y   24261.32775725  .05718687  12114-4  11443-2 0  9998,2 47570  53.0329 193.2175 0002476 284.1780 168.4007 16.30693955201459"}],2024-09-20 08:51:58+00:00,96.109921875,-333.0
57293,2024-09-16 16:00:01+00:00,276,1 57293U 23096D   24260.66667824  .05433903  60715-1  12721-1 0  9996,2 57293  42.9785 192.7592 0028961 193.0714  64.3196 16.00864394 66517,2024-09-18 03:00:01+00:00,98.3934453125,1 57293U 23096D   24261.26714115  .07887053  36381+0  12741-1 0  9992,2 57293  42.9814 188.9434 0022344 201.7091 291.4795 16.12176414 66617"}],2024-09-17 21:24:41+00:00,91.9553125,-333.0
45559,2024-09-11 06:00:01+00:00,281,1 45559U 20025AE  24255.25001157  .00513011  12040-3  11754-2 0  9997,2 45559  53.0426 302.5140 0012402  12.3327  41.6772 15.96666068243663,2024-10-03 14:00:01+00:00,99.97,1 45559U 20025AE  24263.23564557  .50767146  12444-4  28122-2 0  9993,2 45559  53.0305 261.0035 0002167 317.5301 151.2564 16.42191516244942"}],2024-09-19 11:39:20+00:00,90.80278125,-333.0
54829,2024-09-07 22:00:02+00:00,279,1 54829U 22177K   24251.91668981  .01249156  79775-3  25385-2 0  9990,2 54829  43.0001 214.4494 0001831 251.8863  89.9663 15.98809917  5847,2024-09-16 21:00:02+00:00,96.1233046875,1 54829U 22177K   24262.87727770  .18180142  95532-5  19570-3 0  9997,2 54829  43.0011 144.0086 0007133 283.2491 133.9064 16.50046930 95526"}],2024-09-19 07:03:17+00:00,97.588671875,-333.0
59665,2024-09-10 22:45:23+00:00,280,1 59665U 24084M   24254.94817742  .01000766  48337-3  20131-2 0  9995,2 59665  42.9902 232.3810 0006465 143.6775 216.4502 15.98876911 21099,2024-09-22 05:45:23+00:00,95.4985,1 59665U 24084M   24263.09663046  .09667759  90625-5  20651-2 0  9992,2 59665  42.9799 180.3365 0006562 252.7832 240.2526 16.29697157 22409"}],2024-09-20 20:19:09+00:00,95.024359375,-333.0
47729,2024-09-12 22:00:01+00:00,279,1 47729U 21017H   24256.91667824  .01039329  52316-3  22886-2 0  9997,2 47729  53.0445  33.2164 0005684 340.0894   8.7978 15.97549085  5997,2024-09-23 23:00:01+00:00,94.200328125,1 47729U 21017H   24263.83023324  .15515139  12360-4  17281-2 0  9999,2 47729  53.0339 357.0064 0007698 321.1980 140.5523 16.36261474197730"}],2024-09-20 17:55:32+00:00,96.6280546875,-333.0
44926,2024-09-12 22:00:01+00:00,279,1 44926U 20001N   24256.91667824  .00690468  22255-3  14278-2 0  9996,2 44926  53.0413 193.1712 0002168  92.0790  91.9397 15.98650293259700,2024-09-29 06:00:01+00:00,97.9459140625,1 44926U 20001N   24264.92304358  .30805268  12231-4  30255-2 0  9992,2 44926  53.0318 151.3227 0005948 232.4535 235.8537 16.37428369260996"}],2024-09-21 10:09:11+00:00,99.81646875,-333.0
57140,2024-09-11 06:00:01+00:00,280,1 57140U 23090AR  24255.25001157  .00448663  89825-4  10244-2 0  9990,2 57140  42.9899 274.7964 0010421  94.9210 335.2248 15.96497713 68230,2024-10-07 01:00:01+00:00,98.6594375,1 57140U 23090AR  24266.06622598  .30313108  94169-5  72208-3 0  9994,2 57140  42.9891 206.1216 0002961 209.3628 213.6288 16.46315862 69971"}],2024-09-22 08:35:22+00:00,96.2661328125,-333.0
55298,2024-09-16 14:00:02+00:00,278,1 55298U 23010AF  24260.58335648  .01254612  82191-3  26023-2 0  9991,2 55298  69.9956 295.3421 0003551 275.5192  87.7771 15.99132297  5859,2024-09-25 14:00:02+00:00,93.592,1 55298U 23010AF  24266.98964450  .31438518  46646-5  87779-3 0  9995,2 55298  69.9936 276.2469 0018637 316.5279  84.4247 16.43522126 93448"}],2024-09-23 09:45:05+00:00,87.6107265625,-333.0
45692,2024-09-16 14:00:02+00:00,279,1 45692U 20035AM  24260.58335648  .00628372  18718-3  12078-2 0  9998,2 45692  53.0466 290.0531 0001324  52.5600  63.0854 15.99940563  6014,2024-10-04 03:00:02+00:00,99.2779375,1 45692U 20035AM  24266.97909852  .49721084  12363-4  32775-2 0  9995,2 45692  53.0277 256.5784 0002116 219.3664 244.6748 16.40832200238611"}],2024-09-23 05:29:54+00:00,98.8826328125,-333.0
50824,2024-09-12 14:00:01+00:00,281,1 50824U 22001X   24256.58334491  .00434703  88416-4  10025-2 0  9992,2 50824  53.2042  40.2615 0008678 310.9391  41.5815 15.96642207  6024,2024-10-09 07:00:01+00:00,96.366265625,1 50824U 22001X   24267.11367635  .18514823  12595-4  94834-3 0  9996,2 50824  53.1891 345.5912 0011657 354.9765  85.1379 16.41739118152031"}],2024-09-23 20:43:42+00:00,96.9712578125,-333.0
60337,2024-09-15 21:12:04+00:00,282,1 60337U 24136J   24259.88338163  .00864316  36012-3  17054-2 0  9999,2 60337  53.1428  57.8360 0010975 301.8729 211.7802 15.99383318  8206,2024-09-28 19:12:04+00:00,95.2801328125,1 60337U 24136J   24269.17904794  .04247004  12144-4  84954-3 0  9999,2 60337  53.1356   9.1664 0010681 345.3007  93.1598 16.30510420  9701"}],2024-09-29 03:17:50+00:00,95.99603125,-333.0
59428,2024-09-14 10:14:55+00:00,282,1 59428U 24065H   24258.42702806  .00852157  33980-3  18744-2 0  9995,2 59428  53.1479 260.6181 0006982  61.3853  87.2340 15.97519538 26256,2024-09-27 20:14:55+00:00,99.1278515625,1 59428U 24065H   24269.17813530  .02418752  11924-4  81809-3 0  9995,2 59428  53.1385 204.5253 0006614 227.0072 274.4741 16.24848320 27986"}],2024-10-03 07:16:31+00:00,98.45184375,-333.0
45391,2024-09-15 22:00:01+00:00,281,1 45391U 20019AH  24259.91667824  .00460149  97396-4  10991-2 0  9993,2 45391  53.0484  25.6538 0006629 338.1158  33.6473 15.96022229  6043,2024-10-11 08:00:01+00:00,97.5236875,1 45391U 20019AH  24270.40371150  .30193633  12506-4  11446-2 0  9994,2 45391  53.0436 331.1713 0010196 288.8932 181.2948 16.43234845250382"}],2024-09-26 18:41:21+00:00,97.8024765625,-333.0
47387,2024-09-19 21:40:17+00:00,289,1 47387U 21005AQ  24263.90297514  .01374429  95874-3  33847-2 0  9994,2 47387  53.0500 292.4317 0002688 109.0306 313.0406 15.95634126202479,2024-09-28 11:40:17+00:00,96.2408515625,1 47387U 21005AQ  24270.57239847  .33267795  12232-4  34454-2 0  9995,2 47387  53.0377 257.7076 0004909 234.2222 231.4163 16.36984258203545"}],2024-09-27 01:44:15+00:00,93.98615625,-333.0
50833,2024-09-25 03:41:37+00:00,278,1 50833U 22001AG  24269.15390236  .01541346  13807-2  28501-2 0  9999,2 50833  53.1822 312.9806 0015434  10.2147  89.8411 16.00633186152714,2024-10-02 05:41:37+00:00,98.2798984375,1 50833U 22001AG  24273.56003586  .16077624  12384-4  13053-2 0  9994,2 50833  53.1744 289.8468 0003452 358.7910 138.9455 16.39115988153428"}],2024-09-30 08:26:27+00:00,98.4471875,-333.0
44713,2024-09-23 00:00:01+00:00,280,1 44713U 19074A   24267.00001157  .00417517  82953-4  92183-3 0  9997,2 44713  53.0441  19.7659 0011014 331.0389   0.5361 15.97384938  6018,2024-10-20 05:00:01+00:00,98.9665703125,1 44713U 19074A   24276.62104521  .27315559  12225-4  58439-2 0  9996,2 44713  53.0382 329.7306 0008324   5.1336 119.9714 16.29877576270703"}],2024-10-03 06:54:18+00:00,96.935734375,-333.0
47644,2024-09-28 21:25:57+00:00,280,1 47644U 21012AA  24272.89301656  .00995082  48127-3  20901-2 0  9998,2 47644  53.0388 215.8228 0007901  70.9706  33.0394 15.98356062200928,2024-10-10 04:25:57+00:00,98.62878125,1 47644U 21012AA  24278.72801815  .23839467  12435-4  12279-2 0  9990,2 47644  53.0248 185.2350 0003507 267.4294 192.5769 16.42725164201866"}],2024-10-05 06:28:21+00:00,93.56215625,-333.0
45672,2024-09-27 00:00:01+00:00,280,1 45672U 20035R   24271.00001157  .00608793  17191-3  12747-2 0  9992,2 45672  53.0394 211.7291 0007873 109.3844 343.2844 15.98369556  6086,2024-10-15 13:00:01+00:00,99.7345546875,1 45672U 20035R   24278.71164241  .11752482  12136-4  15140-2 0  9993,2 45672  53.0251 171.4481 0007108 222.3226 241.6238 16.34944932240820"}],2024-10-06 01:04:46+00:00,98.9705703125,-333.0
60357,2024-09-27 22:00:02+00:00,281,1 60357U 24138C   24271.91668981  .02393091  44393-2  49523-2 0  9990,2 60357  53.1457 238.9867 0005318 123.8313  84.5060 15.99640571  6061,2024-10-02 08:00:02+00:00,99.914640625,1 60357U 24138C   24280.15845963  .06746780  12109-4  10112-2 0  9998,2 60357  53.1358 195.8207 0006605 219.3322 291.0670 16.33524131 11162"}],2024-10-08 13:48:11+00:00,99.290796875,-333.0
49140,2024-09-24 12:49:29+00:00,280,1 49140U 21082L   24268.53436895  .00501211  11455-3  92728-3 0  9996,2 49140  69.9824 108.1458 0009697 206.4029 153.6689 16.00892073168525,2024-10-16 04:49:29+00:00,95.816546875,1 49140U 21082L   24281.63390370  .13167127  44637-5  26047-3 0  9998,2 49140  69.9679  68.8554 0009894 269.5629 192.7433 16.46487793170632"}],2024-10-08 11:12:49+00:00,98.0447734375,-333.0
59440,2024-10-04 06:00:01+00:00,279,1 59440U 24065V   24278.25001157  .00991130  48560-3  19493-2 0  9990,2 59440  53.1438 149.3416 0010105 237.1590 257.0007 15.99483133 29570,2024-10-15 12:00:01+00:00,97.2915390625,1 59440U 24065V   24284.14952637  .02920098  11820-4  13750-2 0  9990,2 59440  53.1391 118.5588 0011131 268.9440 197.3175 16.20696527 30529"}],2024-10-17 09:35:19+00:00,99.058453125,-333.0
46332,2024-10-08 16:37:34+00:00,280,1 46332U 20062H   24282.69276032  .01450598  12130-2  25531-2 0  9990,2 46332  53.0157  73.7407 0007201 265.6650 194.6884 16.01630164228021,2024-10-16 01:37:34+00:00,97.2623046875,1 46332U 20062H   24289.37748949  .20304745  12595-4  46989-3 0  9994,2 46332  53.0038  38.4068 0007454 301.8998 171.0171 16.45881975229102"}],2024-10-15 22:03:35+00:00,94.9413828125,-333.0
