NORAD CAT ID,NAME,LAUNCH DATE,REENTRY DATE,DRY MASS (KG),ORBIT,PLNAME
4,EXPLORER 1,1958-02-01,1970-03-31,8.0,LEO/I,Explorer 1
5,VANGUARD 1,1958-03-17,None,2.0,MEO,Vanguard Test Satellite H
8,SPUTNIK 3,1958-05-15,1960-04-06,1327.0,LEO/I,D No. 2
9,EXPLORER 4,1958-07-26,1959-10-23,12.0,LEO/I,Explorer 4
11,VANGUARD 2,1959-02-17,None,10.0,LEO/I,Cloud cover satellite
15,EXPLORER 6,1959-08-07,1961-07-01,40.0,HEO,Able III?
18,DISCOVERER 5,1959-08-13,1959-09-28,140.0,LLEO/I,CORONA C-2
19,DISCOVERER 6,1959-08-19,1959-10-20,132.0,LLEO/I,CORONA C-3
20,VANGUARD 3,1959-09-18,None,23.0,MEO,Magne-Ray satellite
22,EXPLORER 7,1959-10-13,None,41.0,LEO/I,NASA S-1A
24,DISCOVERER 7,1959-11-07,1959-11-26,242.0,LLEO/I,CORONA C-4
25,DISCOVERER 8,1959-11-20,1960-03-08,157.0,LEO/I,CORONA C-5
26,DISCOVERER 5 CAPSULE,1959-08-13,1961-02-11,123.0,LEO/I,SRV
29,TIROS 1,1960-04-01,None,122.0,LEO/I,NASA A-1
31,TRANSIT 1B,1960-04-13,1967-10-05,121.0,LLEO/I,Transit 1B
32,DISCOVERER 11,1960-04-15,1960-04-26,103.0,LLEO/I,CORONA C-8
34,SPUTNIK 4,1960-05-15,1962-09-05,2600.0,LLEO/I,PO
36,SPUTNIK 4 CABIN,1960-05-15,1965-10-15,2100.0,LLEO/I,Vostok-1P
43,MIDAS 2,1960-05-24,1974-02-07,1410.0,LLEO/I,Midas ETS-I F2
45,TRANSIT 2A,1960-06-22,None,100.0,LEO/I,Transit 2A
46,SOLRAD 1 (GREB),1960-06-22,1960-10-05,19.0,LEO/I,GRAB SV2
48,DISCOVERER 13,1960-08-10,1960-11-14,120.0,LLEO/I,CORONA Diagnostic 2
49,ECHO 1,1960-08-12,1968-05-24,60.0,LEO/I,NASA A-11
54,DISCOVERER 14,1960-08-18,1960-09-16,120.0,LLEO/I,CORONA C-9
55,SPUTNIK 5,1960-08-19,1960-08-20,2100.0,LLEO/I,Vostok-1 No. 2
57,DISCOVERER 15,1960-09-13,1960-10-18,132.0,LLEO/I,CORONA C-10
58,COURIER 1B,1960-10-04,None,225.0,LEO/I,Courier 1B
60,EXPLORER 8,1960-11-03,2012-03-28,41.0,LEO/I,NASA S-30
61,DISCOVERER 17,1960-11-12,1960-12-29,127.0,LLEO/I,CORONA C'-2
63,TIROS 2,1960-11-23,2014-05-18,122.0,LEO/I,NASA A-2
65,SPUTNIK 6,1960-12-01,1960-12-02,2100.0,LLEO/I,Vostok-1 No. 3
67,DISCOVERER 18,1960-12-07,1961-04-02,130.0,LLEO/I,CORONA C'-3
68,DISCOVERER 19,1960-12-20,1961-01-23,216.0,LLEO/I,CORONA RM-1
70,SAMOS 2,1961-01-31,1973-10-21,166.0,LLEO/S,SAMOS F-1 No. 2
71,SPUTNIK 7,1961-02-04,1961-02-26,620.0,LLEO/I,1VA No. 1
77,SPUTNIK 8,1961-02-12,1961-02-25,300.0,LLEO/I,BOZ
81,EXPLORER 9,1961-02-16,1964-04-09,6.0,LEO/I,NASA S-56A
83,DISCOVERER 20,1961-02-17,1962-07-28,108.0,LLEO/I,ARGON 1
84,DISCOVERER 21,1961-02-18,1962-04-20,146.0,LEO/I,CORONA RM-2
87,TRANSIT 3B/LOFTI 1,1961-02-22,1961-03-30,170.0,LLEO/I,Transit 3B
91,SPUTNIK 9,1961-03-09,1961-03-09,2100.0,LLEO/I,Vostok-3 No. 1
95,SPUTNIK 10,1961-03-25,1961-03-25,2100.0,LLEO/I,Vostok-3 No. 2
100,DISCOVERER 23,1961-04-08,1962-04-16,121.0,LLEO/I,ARGON 2
102,DISCOVERER 23 CAPSULE,1961-04-08,1962-05-23,157.0,LEO/I,SRV
107,EXPLORER 11,1961-04-27,None,40.0,LEO/I,NASA S-15
108,DISCOVERER 25,1961-06-16,1961-07-12,134.0,LLEO/I,CORONA C'-5
116,TRANSIT 4A,1961-06-29,None,78.0,LEO/I,Transit 4A
117,SOLRAD 3/INJUN 1,1961-06-29,None,18.0,LEO/I,Injun 1
160,DISCOVERER 26,1961-07-07,1961-12-05,135.0,LLEO/I,CORONA C'-6
162,TIROS 3,1961-07-12,None,129.0,LEO/I,NASA A-3
163,MIDAS 3,1961-07-12,None,840.0,MEO,Midas ETS-II F1
168,VOSTOK 2,1961-08-06,1961-08-07,2100.0,LLEO/I,Vostok-3A No. 4
170,EXPLORER 12,1961-08-16,1963-08-31,38.0,VHEO,NASA S-3
173,RANGER 1,1961-08-23,1961-08-30,306.0,LLEO/I,NASA P-32
180,EXPLORER 13,1961-08-25,1961-08-28,62.0,LEO/I,NASA S-55A
181,DISCOVERER 29,1961-08-30,1961-09-09,146.0,LLEO/I,CORONA C'''-1
182,DISCOVERER 30,1961-09-12,1961-12-11,144.0,LLEO/I,CORONA C'''-2
186,DISCOVERER 31,1961-09-17,1961-10-26,123.0,LLEO/I,CORONA C'''-3
189,DISCOVERER 32,1961-10-13,1961-11-13,116.0,LLEO/I,CORONA C'''-4
192,MIDAS 4,1961-10-21,None,840.0,MEO,Midas ETS-II F2
197,DISCOVERER 34,1961-11-05,1962-12-07,133.0,LLEO/I,CORONA C'-9
201,DISCOVERER 35,1961-11-15,1961-12-03,135.0,LLEO/I,CORONA C'-10
202,TRANSIT 4B,1961-11-15,None,89.0,LEO/I,Transit 4B
205,TRAAC,1961-11-15,None,105.0,LEO/I,Traac
206,RANGER 2,1961-11-18,1961-11-20,306.0,LLEO/I,NASA P-33
213,DISCOVERER 36,1961-12-12,1962-03-08,234.0,LLEO/I,CORONA C'''-5
214,OSCAR 1,1961-12-12,1962-01-31,5.0,LLEO/I,OSCAR 1
215,DISCOVERER 36 CAPSULE,1961-12-12,1961-12-19,1.0,LLEO/I,-
217,SAMOS 5,1961-12-22,1962-08-14,300.0,LLEO/P,Samos 5 Reflector
226,TIROS 4,1962-02-08,None,129.0,LEO/I,NASA A-9
242,FTV 2301,1962-02-21,1962-03-09,289.0,LLEO/I,Project 102 Group 0-D
247,DISCOVERER 38,1962-02-27,1962-03-21,184.0,LLEO/I,CORONA M-1
255,OSO 1,1962-03-07,1981-10-08,208.0,LLEO/I,NASA S-16
256,SAMOS 6,1962-03-07,1963-06-07,600.0,LLEO/P,SAMOS E-5 No. 3
266,COSMOS 1 (SPUTNIK 11),1962-03-16,1962-05-25,47.0,LLEO/I,DS-2 No. 1
269,COSMOS 2 (SPUTNIK 12),1962-04-06,1963-08-20,224.0,LEO/I,1MS No. 1
271,MIDAS 5 (STRONGBACK),1962-04-09,None,840.0,MEO,Midas ETS-II F3
276,FTV 1154,1962-04-18,1962-05-28,154.0,LLEO/I,CORONA M-2
281,COSMOS 3 (SPUTNIK 13),1962-04-24,1962-10-17,251.0,LLEO/I,2MS No. 1
285,ARIEL 1 (UK-1),1962-04-26,1976-05-24,60.0,LEO/I,UK 1
290,FTV 1125,1962-04-29,1962-05-26,185.0,LLEO/I,CORONA M-3
292,FTV 1126,1962-05-15,1963-11-26,162.0,LLEO/I,ARGON 5
297,COSMOS 5 (SPUTNIK 15),1962-05-28,1963-05-02,252.0,LEO/I,2MS No. 2
302,FTV 1128,1962-05-30,1962-06-11,181.0,LLEO/I,CORONA M-4
304,FTV 1127,1962-06-02,1962-06-28,163.0,LLEO/I,CORONA M-5
305,OSCAR 2,1962-06-02,1962-06-21,5.0,LLEO/I,OSCAR 2
307,SAMOS 8 (FTV 2402),1962-06-17,1962-06-18,400.0,LLEO/S,SAMOS E-6 No. 2
308,FTV 2312,1962-06-18,1963-10-30,345.0,LLEO/I,Project 102 Group 2-D
309,TIROS 5,1962-06-19,None,129.0,LEO/I,Tiros E
315,FTV 1129,1962-06-23,1962-07-07,171.0,LLEO/I,CORONA M-6
316,FTV 1151,1962-06-28,1962-09-14,190.0,LLEO/I,CORONA M-7
338,COSMOS 6 (SPUTNIK 16),1962-06-30,1962-09-08,240.0,LLEO/I,DS-P1 No. 1
340,TELSTAR 1,1962-07-10,None,77.0,MEO,Telstar 1
343,SAMOS 9 (FTV 2403),1962-07-18,1962-07-27,600.0,LLEO/S,E-6 RV
344,FTV 1130,1962-07-21,1962-08-14,176.0,LLEO/I,CORONA M-8
345,FTV 1131,1962-07-28,1962-08-24,179.0,LLEO/I,CORONA M-9
346,COSMOS 7 (SPUTNIK 17),1962-07-28,1962-08-01,2100.0,LLEO/I,Zenit-2 No. 4L
360,FTV 1152,1962-08-02,1962-08-26,170.0,LLEO/I,CORONA M-10
361,SAMOS 10 (FTV 2404),1962-08-05,1962-08-06,400.0,LLEO/S,SAMOS E-6 No. 4
363,VOSTOK 3,1962-08-11,1962-08-15,2100.0,LLEO/I,Vostok-3A No. 5
365,VOSTOK 4,1962-08-12,1962-08-15,2100.0,LLEO/I,Vostok-3A No. 6
367,COSMOS 8 (SPUTNIK 18),1962-08-18,1963-08-17,235.0,LLEO/I,DS-K-8 No. 1
369,FTV 3502,1962-08-23,None,50.0,LEO/S,FTV 3502
371,SPUTNIK 19,1962-08-25,1962-08-28,600.0,LLEO/I,2MV-1 No. 1
377,FTV 1153,1962-08-29,1962-09-10,184.0,LLEO/I,CORONA M-11
381,SPUTNIK 20,1962-09-01,1962-09-06,600.0,LLEO/I,2MV-1 No. 2
385,FTV 1132,1962-09-01,1964-10-26,144.0,LLEO/I,ARGON 10
396,FTV 1133/ERS 2,1962-09-17,1962-11-19,186.0,LLEO/I,CORONA M-12
397,TIROS 6,1962-09-18,None,127.0,LEO/I,Tiros F2
422,COSMOS 9,1962-09-27,1962-10-01,2100.0,LLEO/I,Zenit-2 No. 7L
424,ALOUETTE 1 (S-27),1962-09-29,None,145.0,LEO/I,Alouette 1
427,FTV 1154,1962-09-29,1962-10-08,186.0,LLEO/I,CORONA M-13
432,EXPLORER 14 (SERB 53A),1962-10-02,1965-01-01,40.0,VHEO,NASA S-3A
433,MERCURY ATLAS 8,1962-10-03,1962-10-03,1170.0,LLEO/I,Mercury SC16
436,FTV 1134,1962-10-09,1962-11-16,137.0,LLEO/I,ARGON 9
437,COSMOS 10,1962-10-17,1962-10-21,2100.0,LLEO/I,Zenit-2 No. 5L
441,COSMOS 11,1962-10-20,1964-05-18,220.0,LLEO/I,DS-A1 No. 1
443,SPUTNIK 22,1962-10-24,1962-10-29,893.0,LLEO/I,2MV-4 No. 1
444,STARAD (FTV 1401),1962-10-26,1967-10-05,315.0,MEO,CORONA R&D
445,EXPLORER 15 (SERB 53B),1962-10-27,1978-01-15,44.0,HEO,NASA S-3B
446,ANNA 1B,1962-10-31,None,157.0,LEO/I,ANNA 1B
451,SPUTNIK 24,1962-11-04,1962-11-05,600.0,LLEO/I,2MV-3 No. 1
453,FTV 1136,1962-11-05,1962-12-03,189.0,LLEO/I,CORONA M-14
481,FTV 1135,1962-11-24,1962-12-13,236.0,LLEO/I,CORONA M-15
490,FTV 1155,1962-12-04,1962-12-08,216.0,LLEO/I,CORONA M-16
502,BLACK SPHERE,1962-12-13,1967-02-09,25.0,LEO/I,POPPY 1 Alfa
503,RELAY 1 (A-15),1962-12-13,None,78.0,MEO,Relay A
504,INJUN 3,1962-12-13,1968-08-25,52.0,LEO/I,Injun 3
505,FTV 1156,1962-12-14,1963-01-08,222.0,LLEO/I,CORONA M-17
506,EXPLORER 16,1962-12-16,None,76.0,LEO/I,NASA S-55B
507,SURCAL 1,1962-12-13,1963-07-01,1.0,LEO/I,Calsphere 1
508,SURCAL 1A,1962-12-13,1966-01-18,4.0,LEO/I,SURCAL 2
509,TRANSIT 5A,1962-12-19,1986-09-25,59.0,LEO/P,Transit VA-1
513,CALSPHERE 1A,1962-12-13,1967-02-05,25.0,LEO/I,POPPY 1 Bravo
517,COSMOS 12,1962-12-22,1962-12-30,2100.0,LLEO/I,Zenit-2 No. 6L
521,SPUTNIK 25,1963-01-04,1963-01-05,2000.0,LLEO/I,8K78I
525,FTV 1157,1963-01-07,1963-01-24,209.0,LLEO/I,CORONA M-18
527,FTV 2313,1963-01-16,1969-01-09,306.0,LLEO/I,Project 698BK Group 1-D
533,FTV 0240,1963-02-19,1979-12-26,50.0,LEO/S,FTV 3503
553,SYNCOM 1,1963-02-14,None,27.0,GEO/NS,HS-301 Syncom A
554,COSMOS 13,1963-03-21,1963-03-29,2100.0,LLEO/I,Zenit-2 No. 9L
562,FTV 1660,1963-04-01,1963-04-26,215.0,LLEO/I,CORONA M-19
564,EXPLORER 17 (S-6),1963-04-03,1966-11-24,184.0,LLEO/I,AE-A
567,COSMOS 14,1963-04-13,1963-08-29,200.0,LLEO/I,Omega-1 No. 1
569,COSMOS 15,1963-04-22,1963-04-27,2100.0,LLEO/I,Zenit-2 No. 8L
571,COSMOS 16,1963-04-28,1963-05-08,2100.0,LLEO/I,Zenit-2 No. 10L
573,TELSTAR 2 (A-41),1963-05-07,None,79.0,MEO,Telstar 2
574,MIDAS 6 (FTV 1169),1963-05-09,None,840.0,MEO,Midas ETS-III F2
576,MERCURY ATLAS 9,1963-05-15,1963-05-16,1170.0,LLEO/I,Mercury SC20
578,FTV 1110,1963-05-18,1963-05-27,472.0,LLEO/I,LANYARD 2
579,ERS 5,1963-05-09,2011-11-11,1.0,MEO,ERS 5
580,COSMOS 17,1963-05-22,1965-06-02,220.0,LLEO/I,DS-A1 No. 2
586,COSMOS 18,1963-05-24,1963-06-02,2100.0,LLEO/I,Zenit-2 No. 11L
589,DASH 1,1963-05-09,None,1.0,MEO,DASH 1
590,THOR AGENA D,1963-06-12,1963-07-12,468.0,LLEO/I,CORONA M-21
591,VOSTOK 5,1963-06-14,1963-06-19,2100.0,LLEO/I,Vostok-3A No. 7
594,TRANSIT 5A3,1963-06-16,1990-08-03,59.0,LEO/P,Transit VA-3
595,VOSTOK 6,1963-06-16,1963-06-19,2100.0,LLEO/I,Vostok-3A No. 8
597,SURCAL 1B,1963-06-15,1963-07-05,4.0,LLEO/I,SURCAL
598,FTV 1292,1963-06-15,1963-07-27,29.0,LLEO/I,POPPY 2 Charlie
599,SOLRAD 6,1963-06-15,1963-08-01,38.0,LLEO/I,POPPY 2 Alfa
600,RADOSE 112,1963-06-15,1963-07-30,38.0,LLEO/I,POPPY 2 Bravo
601,LOFTI 2A,1963-06-15,1963-07-18,27.0,LLEO/I,Lofti 2B
604,TIROS 7,1963-06-19,1994-06-03,135.0,LEO/I,Tiros G
608,ERS 6,1963-05-09,None,1.0,MEO,ERS 6
609,THOR AGENA D,1963-06-27,1963-07-26,387.0,LLEO/I,CORONA M-22
612,GRS,1963-06-28,1983-12-14,66.0,LEO/I,AFCRL A
613,THOR AGENA B,1963-06-29,1969-10-26,439.0,LLEO/I,Project 698BK Group 1-D
614,HITCH HIKER 1,1963-06-27,2024-08-12,95.0,MEO,P-11 No. 4201
618,ATLAS AGENA D,1963-07-12,1963-07-18,2000.0,LLEO/S,GAMBIT SV 951
621,THOR AGENA D,1963-07-19,1963-08-13,173.0,LLEO/I,CORONA M-23
622,MIDAS 7/ERS 10,1963-07-19,None,840.0,MEO,Midas ETS-III F4
624,DASH 2,1963-07-19,1971-04-12,1.0,MEO,DASH 2
632,COSMOS 19,1963-08-06,1964-03-30,240.0,LLEO/I,DS-P1 No. 3
634,SYNCOM 2 (A 26),1963-07-26,None,30.0,GEO/T,HS-301 Syncom B
635,ERS 9,1963-07-19,None,1.0,MEO,ERS 9
637,THOR AGENA D,1963-08-29,1963-11-07,101.0,LLEO/I,ARGON 11
638,0.1 SQ METER TARGET,1963-08-29,1963-09-29,10.0,LLEO/I,-
641,ATLAS AGENA D,1963-09-06,1963-09-13,2000.0,LLEO/P,GAMBIT SV 952
668,THOR AGENA D,1963-09-23,1963-10-12,223.0,LLEO/I,CORONA J-2
670,TRANSIT 5B-1,1963-09-28,None,69.0,LEO/P,Transit VBN-1
671,RADIATION SAT (5E 1),1963-09-28,None,59.0,LEO/P,APL SN-39
673,COSMOS 20,1963-10-18,1963-10-26,2100.0,LLEO/I,Zenit-2 No. 13L
674,VELA 2,1963-10-17,1980-01-01,115.0,VHEO,Vela 1A
675,ERS 12,1963-10-17,1966-02-05,2.0,VHEO,ERS 12
677,ATLAS AGENA D,1963-10-25,1963-10-29,2000.0,LLEO/S,GAMBIT SV 953
681,THOR AGENA D,1963-10-29,1964-01-21,480.0,LLEO/P,ARGON 6
682,HITCH HIKER 2,1963-10-29,1965-05-23,95.0,LLEO/P,P-11 No. 4001
683,POLYOT 1,1963-11-01,1982-10-16,1950.0,LEO/I,I2B No. 102
687,COSMOS 21,1963-11-11,1963-11-14,480.0,LLEO/I,3MV-1 No. 1
689,COSMOS 22,1963-11-16,1963-11-22,2200.0,LLEO/I,Zenit-4 No. 1L
692,VELA 1,1963-10-17,1980-01-01,115.0,VHEO,Vela 1B
693,EXPLORER 18 (IMP-1),1963-11-27,1963-11-27,63.0,DSO,IMP A
695,THOR AGENA D,1963-11-27,1963-12-15,285.0,LLEO/I,CORONA M-25
704,TRANSIT 5B-2,1963-12-05,None,75.0,LEO/P,Transit VBN-2
705,TRANSIT 5E 3,1963-12-05,None,52.0,LEO/P,APL SN-41
707,COSMOS 23,1963-12-13,1964-03-27,200.0,LLEO/I,Omega-1 No. 2
711,ATLAS AGENA D,1963-12-18,1963-12-20,2000.0,LLEO/S,GAMBIT SV 954
712,COSMOS 24,1963-12-19,1963-12-28,2100.0,LLEO/I,Zenit-2 No. 15L
714,EXPLORER 19 (ADI-1),1963-12-19,1981-05-10,8.0,LEO/I,AD-A
716,TIROS 8,1963-12-21,None,120.0,LEO/I,Tiros H
718,THOR AGENA D,1963-12-21,1964-01-08,210.0,LLEO/I,CORONA M-26
719,HITCH HIKER 3,1963-12-21,1964-11-07,95.0,LLEO/I,P-11 No. 4101
728,GGSE 1 (GGRS),1964-01-11,None,38.0,LEO/I,POPPY 3 Charlie
729,SECOR 1B,1964-01-11,None,18.0,LEO/I,Secor II S/N 2 (TR-27)
730,SOLRAD 7A,1964-01-11,None,40.0,LEO/I,POPPY 3 Bravo
731,GREB,1964-01-11,None,29.0,LEO/I,POPPY 3 Alfa
734,OPS 3367 A,1964-01-19,None,50.0,LEO/S,FTV 3506
735,OPS 3367 B,1964-01-19,None,50.0,LEO/S,FTV 3507
737,RELAY 2,1964-01-21,None,83.0,MEO,Relay B
740,ECHO 2 (A-12),1964-01-25,1969-06-07,256.0,LEO/I,NASA A-12
746,ELEKTRON 1,1964-01-30,None,350.0,MEO,2D No. 1
748,ELEKTRON 2,1964-01-30,1997-04-22,460.0,HEO,2D No. 2
752,OPS 3444,1964-02-15,1964-03-09,218.0,LLEO/I,CORONA J-5
754,OPS 2423,1964-02-25,1964-03-01,2000.0,LLEO/S,GAMBIT SV 955
757,COSMOS 25,1964-02-27,1964-11-21,240.0,LLEO/I,DS-P1 No. 4
759,OPS 3722,1964-02-28,1969-02-19,551.0,LLEO/I,Project 698BK Group 1-A
764,OPS 3435,1964-03-11,1964-03-16,2000.0,LLEO/S,GAMBIT SV 956
766,COSMOS 26,1964-03-18,1964-09-28,285.0,LLEO/I,DS-MG No. 1
771,ARIEL 2 (UK-2),1964-03-27,1967-11-18,68.0,LEO/I,UK 2
772,COSMOS 27,1964-03-27,1964-03-29,480.0,LLEO/I,3MV-1 No. 3
779,COSMOS 28,1964-04-04,1964-04-12,2100.0,LLEO/I,Zenit-2 No. 16L
782,GEMINI 1,1964-04-08,1964-04-12,2188.0,LLEO/I,Gemini SC1
784,POLYOT 2,1964-04-12,1966-06-08,2250.0,LLEO/I,I1B No. 112
786,OPS 3743,1964-04-23,1964-04-29,2000.0,LLEO/S,GAMBIT SV 957
791,COSMOS 29,1964-04-25,1964-05-03,2100.0,LLEO/I,Zenit-2 No. 19L
796,OPS 2921,1964-04-27,1964-05-26,218.0,LLEO/I,CORONA J-8
797,COSMOS 30,1964-05-18,1964-05-26,2200.0,LLEO/I,Zenit-4 No. 2L
799,OPS 3592,1964-05-19,1964-05-22,2000.0,LLEO/S,GAMBIT SV 958
800,APOLLO MODEL 1,1964-05-28,1964-06-01,4218.0,LLEO/I,Apollo BP-13 CM
801,OPS 4412 (TRANSIT 9),1964-06-04,None,54.0,LEO/P,Transit VC
802,OPS 3483,1964-06-04,1964-06-18,213.0,LLEO/I,CORONA J-9
803,COSMOS 31,1964-06-06,1964-10-20,247.0,LLEO/I,DS-MT No. 2
807,COSMOS 32,1964-06-10,1964-06-18,2100.0,LLEO/I,Zenit-2 No. 18L
811,OPS 3236 (STARFLASH 1A),1964-06-13,1965-06-02,180.0,LLEO/R,ARGON 21
812,OPS 4467 A,1964-06-18,None,50.0,LEO/S,FTV 3508?
813,OPS 4467 B,1964-06-18,None,50.0,LEO/S,FTV 3509?
814,OPS 3754,1964-06-19,1964-07-16,197.0,LLEO/P,CORONA J-7
816,COSMOS 33,1964-06-23,1964-07-01,2100.0,LLEO/I,Zenit-2 No. 20L
822,COSMOS 34,1964-07-01,1964-07-09,2200.0,LLEO/I,Zenit-4 No. 3L
824,OPS 3395,1964-07-02,1969-08-07,498.0,LLEO/I,Project 698BK Group 2-D
826,OPS 4923,1964-07-06,1965-01-03,95.0,LLEO/P,P-11 No. 4301
828,OPS 3491,1964-07-10,1964-08-06,225.0,LLEO/I,CORONA J-10
829,ELEKTRON 3,1964-07-10,None,350.0,MEO,2D No. 3
830,ELEKTRON 4,1964-07-10,1983-10-12,444.0,HEO,2D No. 4
833,COSMOS 35,1964-07-15,1964-07-23,2100.0,LLEO/I,Zenit-2 No. 21L
836,OPS 3662 (VELA 3),1964-07-17,1972-01-01,125.0,VHEO,Vela 2A
837,OPS 3674 (VELA 4),1964-07-17,None,125.0,VHEO,Vela 2B
838,ERS 13,1964-07-17,1966-07-01,2.0,VHEO,ERS 13
844,COSMOS 36,1964-07-30,1965-02-28,200.0,LLEO/I,DS-P1-Yu No. 1L
846,OPS 3042,1964-08-05,1964-09-01,266.0,LLEO/I,CORONA J-12
848,COSMOS 37,1964-08-14,1964-08-22,2100.0,LLEO/I,Zenit-2 No. 22L
850,OPS 3802,1964-08-14,1964-08-23,2000.0,LLEO/S,GAMBIT SV 960
851,OPS 3316,1964-08-14,1979-03-08,65.0,LEO/S,P-11 No. 4202
853,COSMOS 38,1964-08-18,1964-11-08,50.0,LLEO/I,Strela-1 GVM No. 02L
854,COSMOS 39,1964-08-18,1964-11-17,50.0,LLEO/I,Strela-1 GVM
855,COSMOS 40,1964-08-18,1964-11-18,50.0,LLEO/I,Strela-1 GVM
858,SYNCOM 3,1964-08-19,None,33.0,GEO/S,HS-301 Syncom C
861,OPS 2739 (STARFLASH 1B),1964-08-21,1965-03-31,135.0,LLEO/R,ARGON 22
864,COSMOS 42,1964-08-22,1965-12-19,50.0,LEO/I,Strela-1
867,COSMOS 43,1964-08-22,1965-12-27,50.0,LEO/I,Strela-1
870,EXPLORER 20,1964-08-25,None,44.0,LEO/I,NASA S-48
872,NIMBUS 1,1964-08-28,1974-05-16,376.0,LEO/S,Nimbus A
876,COSMOS 44,1964-08-28,None,1250.0,LEO/I,Meteor No. 1L
879,OGO 1,1964-09-05,1964-09-06,487.0,DSO,OGO A
880,COSMOS 45,1964-09-13,1964-09-18,2200.0,LLEO/I,Zenit-4 No. 5L
882,OPS 3497,1964-09-14,1964-10-06,201.0,LLEO/I,CORONA J-11
883,APOLLO MODEL 2,1964-09-18,1964-09-22,4298.0,LLEO/I,Apollo BP-15 CM
884,OPS 4262,1964-09-23,1964-09-28,2000.0,LLEO/P,GAMBIT SV 962
885,COSMOS 46,1964-09-24,1964-10-02,2100.0,LLEO/I,Zenit-2 No. 23L
889,EXPLORER 21 (IMP-2),1964-10-04,None,62.0,VHEO,IMP B
890,OPS 3333,1964-10-05,1964-10-26,215.0,LLEO/I,CORONA J-3
897,OPS 5798 (TRANSIT 5B-4),1964-10-06,None,54.0,LEO/P,NNS O-1
898,COSMOS 41,1964-08-22,2004-05-07,900.0,GTO,Blok-L
899,EXPLORER 22,1964-10-10,None,52.0,LEO/I,Beacon Explorer B
900,CALSPHERE 1,1964-10-06,None,1.0,LEO/P,Dragsphere
902,CALSPHERE 2,1964-10-06,None,10.0,LEO/P,Dragsphere
904,VOSKHOD 1,1964-10-12,1964-10-13,2520.0,LLEO/I,Voskhod 3KV No. 3
908,COSMOS 48,1964-10-14,1964-10-20,2100.0,LLEO/I,Zenit-2 No. 24L
911,OPS 3559,1964-10-17,1964-11-04,262.0,LLEO/I,CORONA J-13
912,OPS 4384,1964-10-23,1964-10-28,2000.0,LLEO/S,GAMBIT SV 963
913,COSMOS 49,1964-10-24,1965-08-21,285.0,LLEO/I,DS-MG No. 2
914,OPS 5063,1964-10-23,1965-02-23,95.0,LLEO/S,P-11 No. 4302
919,COSMOS 50,1964-10-28,1964-11-05,2100.0,LLEO/I,Zenit-2 No. 25L
921,OPS 5434,1964-11-02,1964-11-28,273.0,LLEO/I,CORONA J-15
922,OPS 3062,1964-11-04,1969-11-05,526.0,LLEO/I,Project 698BK Group 3-D
924,EXPLORER 23,1964-11-06,1983-06-29,96.0,LEO/I,NASA S-55C
930,OPS 3360 (ORBIS),1964-11-18,1964-12-06,280.0,LLEO/I,CORONA J-16
931,EXPLORER 24 (ADI-2),1964-11-21,1968-10-18,8.0,LEO/I,AD-B
932,EXPLORER 25 (INJUN-4),1964-11-21,None,41.0,LEO/I,Injun 4
947,COSMOS 51,1964-12-09,1965-11-14,247.0,LLEO/I,DS-MT No. 3
957,SAN MARCO 1,1964-12-15,1965-09-11,116.0,LLEO/I,San Marco A
959,OPS 6582 (TRANSIT 5E-5),1964-12-13,None,77.0,LEO/P,APL SN-43
961,OPS 3358,1964-12-19,1965-01-14,210.0,LLEO/I,CORONA J-17
963,EXPLORER 26 (EPE-D),1964-12-21,2021-08-25,46.0,HEO,NASA S-3C
964,OPS 3762,1964-12-21,1965-01-11,200.0,LLEO/I,QUILL
965,OPS 6582 (TRANSIT 5B-5),1964-12-13,None,54.0,LEO/P,NNS O-2
968,COSMOS 52,1965-01-11,1965-01-19,2100.0,LLEO/I,Zenit-2 No. 26L
972,OPS 3928,1965-01-15,1965-02-09,210.0,LLEO/I,CORONA J-18
973,OPS 7040,1965-01-19,1979-07-13,70.0,LEO/S,FTV 3510?
978,TIROS 9,1965-01-22,None,138.0,LEO/S,Tiros I
980,OPS 4703,1965-01-23,1965-01-29,2000.0,LLEO/S,GAMBIT SV 965
983,COSMOS 53,1965-01-30,1966-08-12,220.0,LEO/I,DS-A1 No. 5
987,OSO 2,1965-02-03,1989-08-09,236.0,LLEO/I,OSO B2
1002,LES 1,1965-02-11,None,31.0,MEO,LES 1
1085,PEGASUS 1,1965-02-16,1978-09-17,1400.0,LEO/I,Pegasus 1
1088,APOLLO MODEL 3,1965-02-16,1985-07-10,2000.0,LEO/I,Apollo BP-16 CM
1089,COSMOS 54,1965-02-21,1968-09-15,50.0,LEO/I,Strela-1 GVM
1090,COSMOS 55,1965-02-21,1968-02-02,50.0,LEO/I,Strela-1 GVM
1091,COSMOS 56,1965-02-21,1967-11-02,50.0,LEO/I,Strela-1 GVM
1096,OPS 4782,1965-02-25,1965-03-18,210.0,LLEO/I,CORONA J-14
1097,COSMOS 58,1965-02-26,1990-02-25,1250.0,LEO/I,Meteor No. 2L
1191,COSMOS 59,1965-03-07,1965-03-15,2200.0,LLEO/I,Zenit-4 No. 11L
1208,SECOR 3,1965-03-09,None,18.0,LEO/I,Secor II S/N 1 (TR-27)
1244,GGSE 2,1965-03-09,1965-05-03,55.0,LEO/I,POPPY 4 Charlie
