NORAD CAT ID,NAME,LAUNCH DATE,REENTRY DATE,DRY MASS (KG),ORBIT,PLNAME
61881,STARLINK-11329,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-08
61882,STARLINK-11398,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-09
61883,STARLINK-11383,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-10
61884,STARLINK-11359,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-11
61885,STARLINK-11301,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-12
61886,STARLINK-11351,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-13
61887,STARLINK-32410,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-14
61888,STARLINK-32377,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-15
61889,STARLINK-32292,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-16
61890,STARLINK-32501,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-17
61891,STARLINK-32383,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-18
61892,STARLINK-32239,2024-11-09,None,700.0,LLEO/I,Starlink Group 9-10-19
61893,STARLINK-32489,2024-11-11,None,100.0,LLEO/S,Shiyan 26B
61910,KOREASAT 6A,2024-11-11,None,2000.0,GEO/S,Koreasat 6A
61912,STARLINK-32303,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-01
61913,STARLINK-32434,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-02
61914,STARLINK-32460,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-03
61915,STARLINK-32559,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-04
61916,STARLINK-32541,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-05
61917,STARLINK-32544,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-06
61918,STARLINK-32555,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-07
61919,STARLINK-32547,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-08
61920,STARLINK-32616,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-09
61921,STARLINK-32605,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-10
61922,STARLINK-32579,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-11
61923,STARLINK-32537,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-12
61924,STARLINK-32564,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-13
61925,STARLINK-32536,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-14
61926,STARLINK-32624,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-15
61927,STARLINK-32622,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-16
61928,STARLINK-32620,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-17
61929,STARLINK-32609,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-18
61930,STARLINK-32567,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-19
61931,STARLINK-32420,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-20
61932,STARLINK-32354,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-21
61933,STARLINK-32361,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-22
61934,STARLINK-32563,2024-11-11,2025-06-02,700.0,LLEO/I,Starlink Group 6-69-23
61935,STARLINK-32500,2024-11-11,None,700.0,LLEO/I,Starlink Group 6-69-24
61936,HAIYANG 4A,2024-11-13,None,1500.0,LEO/S,Hai Yang 4 hao 01 xing
61939,STARLINK-11407,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-01
61940,STARLINK-11337,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-02
61941,STARLINK-11353,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-03
61942,STARLINK-11320,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-04
61943,STARLINK-11425,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-05
61944,STARLINK-11422,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-06
61945,STARLINK-11421,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-07
61946,STARLINK-11410,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-08
61947,STARLINK-11390,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-09
61948,STARLINK-11414,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-10
61949,STARLINK-11424,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-11
61950,STARLINK-11423,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-12
61951,STARLINK-11395,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-13
61952,STARLINK-32572,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-14
61953,STARLINK-32585,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-15
61954,STARLINK-32574,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-16
61955,STARLINK-32583,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-17
61956,STARLINK-32273,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-18
61957,STARLINK-32359,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-19
61958,STARLINK-32566,2024-11-14,None,700.0,LLEO/I,Starlink Group 9-11-20
61959,STARLINK-32499,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-01
61960,STARLINK-32372,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-02
61961,STARLINK-32452,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-03
61962,STARLINK-32458,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-04
61963,STARLINK-32487,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-05
61964,STARLINK-32513,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-06
61965,STARLINK-32514,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-07
61966,STARLINK-32498,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-08
61967,STARLINK-32518,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-09
61968,STARLINK-32471,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-10
61969,STARLINK-32450,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-11
61970,STARLINK-32613,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-12
61971,STARLINK-32610,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-13
61972,STARLINK-32612,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-14
61973,STARLINK-32601,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-15
61974,STARLINK-32593,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-16
61975,STARLINK-32586,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-17
61976,STARLINK-32611,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-18
61977,STARLINK-32607,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-19
61978,STARLINK-32606,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-20
61979,STARLINK-32578,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-21
61980,STARLINK-32517,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-22
61981,STARLINK-32522,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-23
61982,STARLINK-32560,2024-11-14,None,700.0,LLEO/I,Starlink Group 6-68-24
61983,TIANZHOU 8,2024-11-15,2024-11-15,6000.0,LLEO/I,Tianzhou-8
62006,ADS-01,2024-11-17,None,2000.0,GEO/S,ADS-01
62008,STARLINK-11433,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-01
62009,STARLINK-11262,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-02
62010,STARLINK-11326,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-03
62011,STARLINK-11330,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-04
62012,STARLINK-11363,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-05
62013,STARLINK-11377,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-06
62014,STARLINK-11385,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-07
62015,STARLINK-11396,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-08
62016,STARLINK-11393,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-09
62017,STARLINK-11343,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-10
62018,STARLINK-11411,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-11
62019,STARLINK-11404,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-12
62020,STARLINK-11378,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-13
62021,STARLINK-32520,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-14
62022,STARLINK-32539,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-15
62023,STARLINK-32334,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-16
62024,STARLINK-32504,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-17
62025,STARLINK-32493,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-18
62026,STARLINK-32561,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-19
62027,STARLINK-32512,2024-11-18,None,700.0,LLEO/I,Starlink Group 9-12-20
62028,GSAT 20,2024-11-18,None,2500.0,GEO/S,GSAT-N2
62030,PROGRESS MS-29,2024-11-21,2024-11-23,4325.0,LLEO/I,Progress 7K-TGM No. 459
62032,STARLINK-32637,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-01
62033,STARLINK-32582,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-02
62034,STARLINK-32615,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-03
62035,STARLINK-32592,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-04
62036,STARLINK-32225,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-05
62037,STARLINK-32595,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-06
62038,STARLINK-32477,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-07
62039,STARLINK-32480,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-08
62040,STARLINK-32510,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-09
62041,STARLINK-32456,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-10
62042,STARLINK-32509,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-11
62043,STARLINK-32491,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-12
62044,STARLINK-32577,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-13
62045,STARLINK-32618,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-14
62046,STARLINK-32598,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-15
62047,STARLINK-32630,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-16
62048,STARLINK-32599,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-17
62049,STARLINK-32473,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-18
62050,STARLINK-32492,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-19
62051,STARLINK-32496,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-20
62052,STARLINK-32495,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-21
62053,STARLINK-32494,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-22
62054,STARLINK-32408,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-23
62055,STARLINK-32571,2024-11-21,None,700.0,LLEO/I,Starlink Group 6-66-24
62057,STARLINK-11465,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-01
62058,STARLINK-11426,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-02
62059,STARLINK-11454,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-03
62060,STARLINK-11473,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-04
62061,STARLINK-11429,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-05
62062,STARLINK-11470,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-06
62063,STARLINK-11427,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-07
62064,STARLINK-11456,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-08
62065,STARLINK-11474,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-09
62066,STARLINK-11463,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-10
62067,STARLINK-11472,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-11
62068,STARLINK-11467,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-12
62069,STARLINK-11460,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-13
62070,STARLINK-32604,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-14
62071,STARLINK-32553,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-15
62072,STARLINK-32603,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-16
62073,STARLINK-32444,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-17
62074,STARLINK-32619,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-18
62075,STARLINK-32580,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-19
62076,STARLINK-32617,2024-11-24,None,700.0,LLEO/I,Starlink Group 9-13-20
62077,SZ-18 MODULE,2024-04-25,2025-06-18,1500.0,LLEO/I,Shenzhou 18 orbital module
62079,SUPERVIEW NEO-2 03,2024-11-24,None,500.0,LLEO/S,Siwei 2-03
62080,SUPERVIEW NEO-2 04,2024-11-24,None,500.0,LLEO/S,Siwei 2-04
62081,KINEIS-5C,2024-11-25,None,28.0,LEO/S,Kineis-5C
62082,KINEIS-5D,2024-11-25,None,28.0,LEO/S,Kineis-5D
62083,KINEIS-5E,2024-11-25,None,28.0,LEO/S,Kineis-5E
62084,KINEIS-5A,2024-11-25,None,28.0,LEO/S,Kineis-5A
62085,KINEIS-5B,2024-11-25,None,28.0,LEO/S,Kineis-5B
62088,STARLINK-11384,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-01
62089,STARLINK-11379,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-02
62090,STARLINK-11387,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-03
62091,STARLINK-11389,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-04
62092,STARLINK-11388,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-05
62093,STARLINK-11345,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-06
62094,STARLINK-11381,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-07
62095,STARLINK-11369,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-08
62096,STARLINK-11303,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-09
62097,STARLINK-11367,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-10
62098,STARLINK-11386,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-11
62099,STARLINK-11380,2024-11-25,None,700.0,LLEO/I,Starlink Group 12-1-12
62100,STARLINK-33566,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-13
62101,STARLINK-33545,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-14
62102,STARLINK-33562,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-15
62103,STARLINK-33554,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-16
62104,STARLINK-33555,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-17
62105,STARLINK-33542,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-18
62106,STARLINK-33557,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-19
62107,STARLINK-33559,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-20
62108,STARLINK-33553,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-21
62109,STARLINK-33556,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-22
62110,STARLINK-33551,2024-11-25,None,500.0,LLEO/I,Starlink Group 12-1-23
62111,GUANGCHUAN 01,2024-11-27,None,500.0,LLEO/I,Guangchuan 01
62112,GUANGCHUAN 02,2024-11-27,None,500.0,LLEO/I,Guangchuan 02
62114,STARLINK-32311,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-01
62115,STARLINK-32470,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-02
62116,STARLINK-32502,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-03
62117,STARLINK-32521,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-04
62118,STARLINK-32549,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-05
62119,STARLINK-32535,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-06
62120,STARLINK-32548,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-07
62121,STARLINK-32525,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-08
62122,STARLINK-32628,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-09
62123,STARLINK-32626,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-10
62124,STARLINK-32608,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-11
62125,STARLINK-32488,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-12
62126,STARLINK-32490,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-13
62127,STARLINK-32557,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-14
62128,STARLINK-32568,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-15
62129,STARLINK-32462,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-16
62130,STARLINK-32463,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-17
62131,STARLINK-32550,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-18
62132,STARLINK-32507,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-19
62133,STARLINK-32245,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-20
62134,STARLINK-32546,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-21
62135,STARLINK-32545,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-22
62136,STARLINK-32554,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-23
62137,STARLINK-32570,2024-11-27,None,700.0,LLEO/I,Starlink Group 6-76-24
62138,KONDOR FKA 2,2024-11-29,None,1050.0,LLEO/S,Kondor-FKA No. 2
62139,STARLINK-32529,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-01
62140,STARLINK-32464,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-02
62141,STARLINK-32482,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-03
62142,STARLINK-32454,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-04
62143,STARLINK-32485,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-05
62144,STARLINK-32388,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-06
62145,STARLINK-32374,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-07
62146,STARLINK-32384,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-08
62147,STARLINK-32295,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-09
62148,STARLINK-32479,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-10
62149,STARLINK-32468,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-11
62150,STARLINK-32629,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-12
62151,STARLINK-32644,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-13
62152,STARLINK-32623,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-14
62153,STARLINK-32639,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-15
62154,STARLINK-32625,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-16
62155,STARLINK-32635,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-17
62156,STARLINK-32532,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-18
62157,STARLINK-32503,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-19
62158,STARLINK-32508,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-20
62159,STARLINK-32524,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-21
62160,STARLINK-32484,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-22
62161,STARLINK-32497,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-23
62162,STARLINK-32526,2024-11-30,None,700.0,LLEO/I,Starlink Group 6-65-24
62165,STARLINK-32523,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-01
62166,STARLINK-32551,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-02
62167,STARLINK-32506,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-03
62168,STARLINK-32562,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-04
62169,STARLINK-32558,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-05
62170,STARLINK-32538,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-06
62171,STARLINK-32257,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-07
62172,STARLINK-32407,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-08
62173,STARLINK-32575,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-09
62174,STARLINK-32552,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-10
62175,STARLINK-32534,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-11
62176,STARLINK-32516,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-12
62177,STARLINK-32542,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-13
62178,STARLINK-32600,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-14
62179,STARLINK-32584,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-15
62180,STARLINK-32587,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-16
62181,STARLINK-32602,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-17
62182,STARLINK-32565,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-18
62183,STARLINK-32589,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-19
62184,STARLINK-32581,2024-11-30,None,700.0,LLEO/I,Starlink Group N-01-20
62188,TJS-13,2024-12-03,None,2500.0,HEO/M,TJS 13
62190,HAISHAO 1,2024-12-04,None,400.0,LLEO/I,AIRSAT-08
62192,STARLINK-32686,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-01
62193,STARLINK-32688,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-02
62194,STARLINK-32684,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-03
62195,STARLINK-32672,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-04
62196,STARLINK-32682,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-05
62197,STARLINK-32663,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-06
62198,STARLINK-32640,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-07
62199,STARLINK-32653,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-08
62200,STARLINK-32647,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-09
62201,STARLINK-32667,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-10
62202,STARLINK-32655,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-11
62203,STARLINK-32665,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-12
62204,STARLINK-32664,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-13
62205,STARLINK-32660,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-14
62206,STARLINK-32448,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-15
62207,STARLINK-32430,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-16
62208,STARLINK-32675,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-17
62209,STARLINK-32671,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-18
62210,STARLINK-32670,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-19
62211,STARLINK-32642,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-20
62212,STARLINK-32668,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-21
62213,STARLINK-32669,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-22
62214,STARLINK-32666,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-23
62215,STARLINK-32662,2024-12-04,None,700.0,LLEO/I,Starlink Group 6-70-24
62216,COSMOS 2580,2024-12-04,None,6500.0,LLEO/I,Lotos-S1 No.  809?
62218,STARLINK-11394,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-01
62219,STARLINK-11490,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-02
62220,STARLINK-11466,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-03
62221,STARLINK-11468,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-04
62222,STARLINK-11488,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-05
62223,STARLINK-11483,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-06
62224,STARLINK-11492,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-07
62225,STARLINK-11471,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-08
62226,STARLINK-11475,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-09
62227,STARLINK-11469,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-10
62228,STARLINK-11476,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-11
62229,STARLINK-11485,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-12
62230,STARLINK-11481,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-13
62231,STARLINK-32650,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-14
62232,STARLINK-32636,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-15
62233,STARLINK-32643,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-16
62234,STARLINK-32652,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-17
62235,STARLINK-32631,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-18
62236,STARLINK-32641,2024-12-05,None,700.0,LLEO/I,Starlink Group 9-14-19
62238,QIANFAN-37,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-01
62239,QIANFAN-38,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-02
62240,QIANFAN-39,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-03
62241,QIANFAN-40,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-04
62242,QIANFAN-41,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-05
62243,QIANFAN-42,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-06
62244,QIANFAN-43,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-07
62245,QIANFAN-44,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-08
62246,QIANFAN-45,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-09
62247,QIANFAN-46,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-10
62248,QIANFAN-47,2024-12-05,None,267.0,LEO/P,Qianfan Jigui 03-11
