NORAD CAT ID,NAME,PAYLOAD NAME,LAUNCH DATE,REENTRY DATE,MASS (kg),DRY MASS (kg)
44235,Starlink 31,Starlink V0.9-01,2019 May 24,2020 Oct  1 1300?,227,219
44236,Starlink 22,Starlink V0.9-02,2019 May 24,2020 Aug  9 1453,227,219
44237,Starlink 23,Starlink V0.9-03,2019 May 24,2020 Sep  2 0715?,227,219
44238,Starlink 24,Starlink V0.9-04,2019 May 24,2022 Oct 24 0500?,227,219
44239,Starlink 25,Starlink V0.9-05,2019 May 24,2020 Sep  1 0900?,227,219
44240,Starlink 26,Starlink V0.9-06,2019 May 24,2021 Apr 10 1227,227,219
44241,Starlink 27,Starlink V0.9-07,2019 May 24,2020 Sep 26 0117,227,219
44242,Starlink 28,Starlink V0.9-08,2019 May 24,2020 Aug 21 0930?,227,219
44243,Starlink 29,Starlink V0.9-09,2019 May 24,2020 Oct 13?,227,219
44244,Starlink 30,Starlink V0.9-10,2019 May 24,2020 Oct 13 0421?,227,219
44245,Starlink 21,Starlink V0.9-11,2019 May 24,2020 Sep 22 0100?,227,219
44246,Starlink 46,Starlink V0.9-12,2019 May 24,2020 Feb 20,227,219
44247,Starlink 33,Starlink V0.9-13,2019 May 24,2020 Aug 29 0445,227,219
44248,Starlink 34,Starlink V0.9-14,2019 May 24,2020 Sep  2,227,219
44249,Starlink 61,Starlink V0.9-15,2019 May 24,2022 Jul 29 0352,227,219
44250,Starlink 36,Starlink V0.9-16,2019 May 24,2020 Sep 15,227,219
44251,Starlink 37,Starlink V0.9-17,2019 May 24,2020 Sep 16 1900?,227,219
44252,Starlink 71,Starlink V0.9-18,2019 May 24,2022 Oct 23 1200?,227,219
44253,Starlink 39,Starlink V0.9-19,2019 May 24,2020 Sep 18,227,219
44254,Starlink 32,Starlink V0.9-20,2019 May 24,2020 Sep 12 0206?,227,219
44255,Starlink 66,Starlink V0.9-21,2019 May 24,2020 Aug 21 0530?,227,219
44256,Starlink 42,Starlink V0.9-22,2019 May 24,2020 Sep 16 0836,227,219
44257,Starlink 43,Starlink V0.9-23,2019 May 24,2022 Jan 26 2345?,227,219
44258,Starlink 40,Starlink V0.9-24,2019 May 24,2020 Sep  5 1826?,227,219
44259,Starlink 52,Starlink V0.9-25,2019 May 24,2020 Oct 13 2330?,227,219
44260,Starlink 45,Starlink V0.9-26,2019 May 24,2020 Sep  4 1030?,227,219
44261,Starlink 44,Starlink V0.9-27,2019 May 24,2020 Sep  5,227,219
44262,Starlink 49,Starlink V0.9-28,2019 May 24,2020 Sep 29,227,219
44263,Starlink 72,Starlink V0.9-29,2019 May 24,2020 Oct 15 1520?,227,219
44264,Starlink 35,Starlink V0.9-30,2019 May 24,2020 Sep 16 1845?,227,219
44265,Starlink 63,Starlink V0.9-31,2019 May 24,2020 Oct 13 1830?,227,219
44266,Starlink 54,Starlink V0.9-32,2019 May 24,2020 Sep 14 2140?,227,219
44267,Starlink 69,Starlink V0.9-33,2019 May 24,2020 Sep 16 0700?,227,219
44268,Starlink 55,Starlink V0.9-34,2019 May 24,2021 Mar  9 0132?,227,219
44269,Starlink 57,Starlink V0.9-35,2019 May 24,2020 Sep 17 1930?,227,219
44270,Starlink 58,Starlink V0.9-36,2019 May 24,2020 Aug 23 0645?,227,219
44271,Starlink 59,Starlink V0.9-37,2019 May 24,2020 Oct 15,227,219
44272,Starlink 51,Starlink V0.9-38,2019 May 24,2020 Sep  2 0900?,227,219
44273,Starlink 60,Starlink V0.9-39,2019 May 24,2020 Dec 26 1145?,227,219
44274,Starlink 62,Starlink V0.9-40,2019 May 24,2020 Aug 29 0000?,227,219
44275,Starlink 64,Starlink V0.9-41,2019 May 24,2021 May 21,227,219
44276,Starlink 65,Starlink V0.9-42,2019 May 24,2020 Oct 21 0524?,227,219
44277,Starlink 41,Starlink V0.9-43,2019 May 24,2020 Aug  9 1030?,227,219
44278,Starlink 67,Starlink V0.9-44,2019 May 24,2020 May 27 1000?,227,219
44279,Starlink 68,Starlink V0.9-45,2019 May 24,2021 Jun 26 1110?,227,219
44280,Starlink 38,Starlink V0.9-46,2019 May 24,2020 Sep  6 0010?,227,219
44281,Starlink 70,Starlink V0.9-47,2019 May 24,2021 Oct  3 2115?,227,219
44282,Starlink 80,Starlink V0.9-48,2019 May 24,2022 May  4 0200?,227,219
44283,Starlink 56,Starlink V0.9-49,2019 May 24,2020 Sep 10,227,219
44284,Starlink 73,Starlink V0.9-50,2019 May 24,2020 Sep 27 2220?,227,219
44285,Starlink 50,Starlink V0.9-51,2019 May 24,2020 Sep 17 0400?,227,219
44286,Starlink 75,Starlink V0.9-52,2019 May 24,2021 Mar 28,227,219
44287,Starlink 76,Starlink V0.9-53,2019 May 24,2021 Sep 26 1500?,227,219
44288,Starlink 79,Starlink V0.9-54,2019 May 24,2020 Oct  3 0730?,227,219
44289,Starlink 48,Starlink V0.9-55,2019 May 24,2021 Apr 18 1600?,227,219
44290,Starlink 78,Starlink V0.9-56,2019 May 24,2020 Sep 16 0800?,227,219
44291,Starlink 77,Starlink V0.9-57,2019 May 24,2020 Oct  2 0455,227,219
44292,Starlink 81,Starlink V0.9-58,2019 May 24,2020 Oct  4 1400?,227,219
44293,Starlink 74,Starlink V0.9-59,2019 May 24,2020 Sep 29,227,219
44294,Starlink 53,Starlink V0.9-60,2019 May 24,2020 Sep 26 0130?,227,219
44295,Starlink deployment rail,-,2019 May 24,2023 Apr  4,100,100
44296,Starlink deployment rail,-,2019 May 24,2023 Apr  4,100,100
44297,Starlink deployment rail,-,2019 May 24,2023 Feb 24,100,100
44298,Starlink deployment rail,-,2019 May 24,2023 Feb 22,100,100
44713,Starlink 1007,Starlink V1.0-L1-01,2019 Nov 11,2024 Oct  2 1930?,260,248
44714,Starlink 1008,Starlink V1.0-L1-02,2019 Nov 11,-,260,248
44715,Starlink 1009,Starlink V1.0-L1-03,2019 Nov 11,2025 Feb 21 0114,260,248
44716,Starlink 1010,Starlink V1.0-L1-04,2019 Nov 11,-,260,248
44717,Starlink 1011,Starlink V1.0-L1-05,2019 Nov 11,-,260,248
44718,Starlink 1012,Starlink V1.0-L1-06,2019 Nov 11,-,260,248
44719,Starlink 1013,Starlink V1.0-L1-07,2019 Nov 11,-,260,248
44720,Starlink 1014,Starlink V1.0-L1-08,2019 Nov 11,2025 Jul 15 1858,260,248
44721,Starlink 1015,Starlink V1.0-L1-09,2019 Nov 11,-,260,248
44722,Starlink 1016,Starlink V1.0-L1-10,2019 Nov 11,2023 Feb  9 2336,260,248
44723,Starlink 1017,Starlink V1.0-L1-11,2019 Nov 11,-,260,248
44724,Starlink 1019,Starlink V1.0-L1-12,2019 Nov 11,-,260,248
44725,Starlink 1020,Starlink V1.0-L1-13,2019 Nov 11,-,260,248
44726,Starlink 1021,Starlink V1.0-L1-14,2019 Nov 11,-,260,248
44727,Starlink 1022,Starlink V1.0-L1-15,2019 Nov 11,2023 Jul 29 1954,260,248
44728,Starlink 1023,Starlink V1.0-L1-16,2019 Nov 11,2021 Dec 20,260,248
44729,Starlink 1024,Starlink V1.0-L1-17,2019 Nov 11,2024 Mar 28 0600?,260,248
44730,Starlink 1025,Starlink V1.0-L1-18,2019 Nov 11,2021 Aug 18 0626,260,248
44731,Starlink 1026,Starlink V1.0-L1-19,2019 Nov 11,2023 Sep 22 2200?,260,248
44732,Starlink 1027,Starlink V1.0-L1-20,2019 Nov 11,2025 Apr 27 0725,260,248
44733,Starlink 1028,Starlink V1.0-L1-21,2019 Nov 11,2025 Feb 14 1900?,260,248
44734,Starlink 1029,Starlink V1.0-L1-22,2019 Nov 11,-,260,248
44735,Starlink 1030,Starlink V1.0-L1-23,2019 Nov 11,-,260,248
44736,Starlink 1031,Starlink V1.0-L1-24,2019 Nov 11,-,260,248
44737,Starlink 1032,Starlink V1.0-L1-25,2019 Nov 11,2025 Mar 26,260,248
44738,Starlink 1033,Starlink V1.0-L1-26,2019 Nov 11,2023 Oct  8 0420?,260,248
44739,Starlink 1034,Starlink V1.0-L1-27,2019 Nov 11,2023 Sep 11 0900?,260,248
44740,Starlink 1035,Starlink V1.0-L1-28,2019 Nov 11,2025 Apr 12 0930?,260,248
44741,Starlink 1036,Starlink V1.0-L1-29,2019 Nov 11,-,260,248
44742,Starlink 1037,Starlink V1.0-L1-30,2019 Nov 11,2023 May 12 2030?,260,248
44743,Starlink 1038,Starlink V1.0-L1-31,2019 Nov 11,2025 Feb  8 0000,260,248
44744,Starlink 1039,Starlink V1.0-L1-32,2019 Nov 11,-,260,248
44745,Starlink 1040,Starlink V1.0-L1-33,2019 Nov 11,2020 Sep  2 2045?,260,248
44746,Starlink 1041,Starlink V1.0-L1-34,2019 Nov 11,2024 Sep  7 1528,260,248
44747,Starlink 1042,Starlink V1.0-L1-35,2019 Nov 11,-,260,248
44748,Starlink 1043,Starlink V1.0-L1-36,2019 Nov 11,-,260,248
44749,Starlink 1044,Starlink V1.0-L1-37,2019 Nov 11,2021 Oct 15 1905?,260,248
44750,Starlink 1045,Starlink V1.0-L1-38,2019 Nov 11,2021 Apr 23 0820?,260,248
44751,Starlink 1046,Starlink V1.0-L1-39,2019 Nov 11,-,260,248
44752,Starlink 1047,Starlink V1.0-L1-40,2019 Nov 11,-,260,248
44753,Starlink 1048,Starlink V1.0-L1-41,2019 Nov 11,-,260,248
44754,Starlink 1049,Starlink V1.0-L1-42,2019 Nov 11,2023 Oct 27 1847,260,248
44755,Starlink 1050,Starlink V1.0-L1-43,2019 Nov 11,2022 Mar 27 1440,260,248
44756,Starlink 1051,Starlink V1.0-L1-44,2019 Nov 11,2021 Dec 20 1245,260,248
44757,Starlink 1052,Starlink V1.0-L1-45,2019 Nov 11,2025 Mar 16 1709,260,248
44758,Starlink 1053,Starlink V1.0-L1-46,2019 Nov 11,-,260,248
44759,Starlink 1054,Starlink V1.0-L1-47,2019 Nov 11,-,260,248
44760,Starlink 1055,Starlink V1.0-L1-48,2019 Nov 11,2025 Jan 12 1633,260,248
44761,Starlink 1056,Starlink V1.0-L1-49,2019 Nov 11,-,260,248
44762,Starlink 1057,Starlink V1.0-L1-50,2019 Nov 11,-,260,248
44763,Starlink 1058,Starlink V1.0-L1-51,2019 Nov 11,2025 Apr  4 1336?,260,248
44764,Starlink 1059,Starlink V1.0-L1-52,2019 Nov 11,2024 Dec  8 0309,260,248
44765,Starlink 1060,Starlink V1.0-L1-53,2019 Nov 11,-,260,248
44766,Starlink 1061,Starlink V1.0-L1-54,2019 Nov 11,2025 Feb  7 2325,260,248
44767,Starlink 1062,Starlink V1.0-L1-55,2019 Nov 11,2025 Mar 29 1415?,260,248
44768,Starlink 1063,Starlink V1.0-L1-56,2019 Nov 11,-,260,248
44769,Starlink 1064,Starlink V1.0-L1-57,2019 Nov 11,2022 Feb 11 0014,260,248
44770,Starlink 1065,Starlink V1.0-L1-58,2019 Nov 11,2023 Apr 20 1955,260,248
44771,Starlink 1067,Starlink V1.0-L1-59,2019 Nov 11,-,260,248
44772,Starlink 1068,Starlink V1.0-L1-60,2019 Nov 11,-,260,248
44773,Starlink deployment rail,-,2019 Nov 11,2020 Jan 22,100,100
44774,Starlink deployment rail,-,2019 Nov 11,2020 Jan 18,100,100
44775,Starlink deployment rail,-,2019 Nov 11,2020 Jan 12,100,100
44776,Starlink deployment rail,-,2019 Nov 11,2020 Jan  8,100,100
44914,Starlink 1073,Starlink V1.0-L2-01,2020 Jan  7,2025 Apr 22 1301,260,248
44915,Starlink 1084,Starlink V1.0-L2-02,2020 Jan  7,2025 Feb 14 1741,260,248
44916,Starlink 1097,Starlink V1.0-L2-03,2020 Jan  7,2021 Dec 13 1844,260,248
44917,Starlink 1098,Starlink V1.0-L2-04,2020 Jan  7,-,260,248
44918,Starlink 1099,Starlink V1.0-L2-05,2020 Jan  7,2024 Aug 16,260,248
44919,Starlink 1101,Starlink V1.0-L2-06,2020 Jan  7,2021 Nov 23 0659,260,248
44920,Starlink 1102,Starlink V1.0-L2-07,2020 Jan  7,2025 Mar 17 0020?,260,248
44921,Starlink 1103,Starlink V1.0-L2-08,2020 Jan  7,2025 Apr 29,260,248
44922,Starlink 1104,Starlink V1.0-L2-09,2020 Jan  7,-,260,248
44923,Starlink 1106,Starlink V1.0-L2-10,2020 Jan  7,2025 May  4 0526,260,248
44924,Starlink 1111,Starlink V1.0-L2-11,2020 Jan  7,2024 Jul 27 1532,260,248
44925,Starlink 1112,Starlink V1.0-L2-12,2020 Jan  7,-,260,248
44926,Starlink 1113,Starlink V1.0-L2-13,2020 Jan  7,2024 Sep 21 0053?,260,248
44927,Starlink 1114,Starlink V1.0-L2-14,2020 Jan  7,-,260,248
44928,Starlink 1119,Starlink V1.0-L2-15,2020 Jan  7,2024 May 15 0637,260,248
44929,Starlink 1121,Starlink V1.0-L2-16,2020 Jan  7,2024 Mar  7,260,248
44930,Starlink 1123,Starlink V1.0-L2-17,2020 Jan  7,-,260,248
44931,Starlink 1128,Starlink V1.0-L2-18,2020 Jan  7,2024 Aug  9 0315,260,248
44932,Starlink 1130,Starlink V1.0-L2-19,2020 Jan  7,2025 Jul 20 1249,260,248
44933,Starlink 1144,Starlink V1.0-L2-20,2020 Jan  7,-,260,248
44934,Starlink 1071,Starlink V1.0-L2-21,2020 Jan  7,-,260,248
44935,Starlink 1072,Starlink V1.0-L2-22,2020 Jan  7,2021 Nov 23 0300?,260,248
44936,Starlink 1078,Starlink V1.0-L2-23,2020 Jan  7,2021 Oct 17 1910,260,248
44937,Starlink 1079,Starlink V1.0-L2-24,2020 Jan  7,-,260,248
44938,Starlink 1082,Starlink V1.0-L2-25,2020 Jan  7,2024 Aug 21 0545,260,248
44939,Starlink 1083,Starlink V1.0-L2-26,2020 Jan  7,2024 Aug 27 1800?,260,248
44940,Starlink 1091,Starlink V1.0-L2-27,2020 Jan  7,-,260,248
44941,Starlink 1094,Starlink V1.0-L2-28,2020 Jan  7,-,260,248
44942,Starlink 1096,Starlink V1.0-L2-29,2020 Jan  7,-,260,248
44943,Starlink 1100,Starlink V1.0-L2-30,2020 Jan  7,2024 Aug 16 1130?,260,248
44944,Starlink 1108,Starlink V1.0-L2-31,2020 Jan  7,2024 Oct 16 1015,260,248
44945,Starlink 1109,Starlink V1.0-L2-32,2020 Jan  7,2025 May 29 0035,260,248
44946,Starlink 1110,Starlink V1.0-L2-33,2020 Jan  7,2024 Apr 10 1800?,260,248
44947,Starlink 1116,Starlink V1.0-L2-34,2020 Jan  7,2023 Jun  8 2328,260,248
44948,Starlink 1118,Starlink V1.0-L2-35,2020 Jan  7,2020 Apr  2 1100?,260,248
44949,Starlink 1122,Starlink V1.0-L2-36,2020 Jan  7,-,260,248
44950,Starlink 1125,Starlink V1.0-L2-37,2020 Jan  7,2023 Jul  9 1221,260,248
44951,Starlink 1126,Starlink V1.0-L2-38,2020 Jan  7,2024 May 15 0004,260,248
44952,Starlink 1117,Starlink V1.0-L2-39,2020 Jan  7,2025 Jun  1 0140,260,248
44953,Starlink 1124,Starlink V1.0-L2-40,2020 Jan  7,2023 Dec 30 1500?,260,248
44954,Starlink 1066,Starlink V1.0-L2-41,2020 Jan  7,-,260,248
44955,Starlink 1069,Starlink V1.0-L2-42,2020 Jan  7,2023 Dec 15 1158,260,248
44956,Starlink 1070,Starlink V1.0-L2-43,2020 Jan  7,2023 Dec 22 0339,260,248
44957,Starlink 1074,Starlink V1.0-L2-44,2020 Jan  7,2023 Sep 29 2100?,260,248
44958,Starlink 1075,Starlink V1.0-L2-45,2020 Jan  7,2021 Jul 29 0450?,260,248
44959,Starlink 1076,Starlink V1.0-L2-46,2020 Jan  7,2025 Mar 22 1745,260,248
44960,Starlink 1077,Starlink V1.0-L2-47,2020 Jan  7,2020 Nov  9,260,248
44961,Starlink 1080,Starlink V1.0-L2-48,2020 Jan  7,-,260,248
44962,Starlink 1081,Starlink V1.0-L2-49,2020 Jan  7,2021 Sep 30 0540,260,248
44963,Starlink 1085,Starlink V1.0-L2-50,2020 Jan  7,2023 Apr  4 0012,260,248
44964,Starlink 1086,Starlink V1.0-L2-51,2020 Jan  7,2024 Feb  2 1644,260,248
44965,Starlink 1087,Starlink V1.0-L2-52,2020 Jan  7,2020 May 29 0014,260,248
44966,Starlink 1088,Starlink V1.0-L2-53,2020 Jan  7,2025 Apr 21 1722,260,248
44967,Starlink 1089,Starlink V1.0-L2-54,2020 Jan  7,2024 Oct 12 1218,260,248
44968,Starlink 1090,Starlink V1.0-L2-55,2020 Jan  7,-,260,248
44969,Starlink 1092,Starlink V1.0-L2-56,2020 Jan  7,2025 Jul 19 1806,260,248
44970,Starlink 1093,Starlink V1.0-L2-57,2020 Jan  7,-,260,248
44971,Starlink 1095,Starlink V1.0-L2-58,2020 Jan  7,2021 Sep 20 0013?,260,248
44972,Starlink 1107,Starlink V1.0-L2-59,2020 Jan  7,-,260,248
44973,Starlink 1115,Starlink V1.0-L2-60,2020 Jan  7,-,260,248
44974,Starlink deployment rail,-,2020 Jan  7,2020 Mar 11,100,100
44975,Starlink deployment rail,-,2020 Jan  7,2020 Mar 12,100,100
44976,Starlink deployment rail,-,2020 Jan  7,2020 Mar  6,100,100
44977,Starlink deployment rail,-,2020 Jan  7,2020 Mar  3,100,100
45044,Starlink 1132,Starlink V1.0-L3-01,2020 Jan 29,-,260,248
45045,Starlink 1120,Starlink V1.0-L3-02,2020 Jan 29,2024 Jun 24 1725,260,248
45046,Starlink 1129,Starlink V1.0-L3-03,2020 Jan 29,2023 Apr 27 0351,260,248
45047,Starlink 1131,Starlink V1.0-L3-04,2020 Jan 29,-,260,248
45048,Starlink 1134,Starlink V1.0-L3-05,2020 Jan 29,-,260,248
45049,Starlink 1135,Starlink V1.0-L3-06,2020 Jan 29,2024 Dec 15 0458,260,248
45050,Starlink 1140,Starlink V1.0-L3-07,2020 Jan 29,2024 Aug 14 0728,260,248
45051,Starlink 1141,Starlink V1.0-L3-08,2020 Jan 29,2023 May 30 1028,260,248
45052,Starlink 1148,Starlink V1.0-L3-09,2020 Jan 29,-,260,248
45053,Starlink 1155,Starlink V1.0-L3-10,2020 Jan 29,2024 Sep 12 0633?,260,248
45054,Starlink 1156,Starlink V1.0-L3-11,2020 Jan 29,-,260,248
45055,Starlink 1157,Starlink V1.0-L3-12,2020 Jan 29,2020 Oct 22 1500?,260,248
45056,Starlink 1158,Starlink V1.0-L3-13,2020 Jan 29,2020 Dec  5 0930?,260,248
45057,Starlink 1159,Starlink V1.0-L3-14,2020 Jan 29,-,260,248
45058,Starlink 1162,Starlink V1.0-L3-15,2020 Jan 29,2025 Apr 27 0615?,260,248
45059,Starlink 1165,Starlink V1.0-L3-16,2020 Jan 29,2024 Aug  9 0031,260,248
45060,Starlink 1166,Starlink V1.0-L3-17,2020 Jan 29,-,260,248
45061,Starlink 1169,Starlink V1.0-L3-18,2020 Jan 29,-,260,248
45062,Starlink 1171,Starlink V1.0-L3-19,2020 Jan 29,-,260,248
45063,Starlink 1178,Starlink V1.0-L3-20,2020 Jan 29,2021 Oct 31 0436?,260,248
45064,Starlink 1133,Starlink V1.0-L3-21,2020 Jan 29,-,260,248
45065,Starlink 1139,Starlink V1.0-L3-22,2020 Jan 29,2024 Dec  4 2200?,260,248
45066,Starlink 1145,Starlink V1.0-L3-23,2020 Jan 29,2025 Jan 29 0600?,260,248
45067,Starlink 1150,Starlink V1.0-L3-24,2020 Jan 29,-,260,248
45068,Starlink 1161,Starlink V1.0-L3-25,2020 Jan 29,2025 Jul 17 0113,260,248
45069,Starlink 1163,Starlink V1.0-L3-26,2020 Jan 29,2021 Aug 19 0026,260,248
45070,Starlink 1164,Starlink V1.0-L3-27,2020 Jan 29,2021 Jul 30 0900?,260,248
45071,Starlink 1167,Starlink V1.0-L3-28,2020 Jan 29,-,260,248
45072,Starlink 1168,Starlink V1.0-L3-29,2020 Jan 29,-,260,248
45073,Starlink 1170,Starlink V1.0-L3-30,2020 Jan 29,2025 Jun 16 1217?,260,248
45074,Starlink 1172,Starlink V1.0-L3-31,2020 Jan 29,-,260,248
45075,Starlink 1174,Starlink V1.0-L3-32,2020 Jan 29,2025 May 13 1035,260,248
45076,Starlink 1180,Starlink V1.0-L3-33,2020 Jan 29,2024 Aug 16 2306,260,248
45077,Starlink 1182,Starlink V1.0-L3-34,2020 Jan 29,2022 Apr  8 1900,260,248
45078,Starlink 1177,Starlink V1.0-L3-35,2020 Jan 29,2025 Feb 22 0616,260,248
45079,Starlink 1149,Starlink V1.0-L3-36,2020 Jan 29,2024 Jun 27 0703,260,248
45080,Starlink 1153,Starlink V1.0-L3-37,2020 Jan 29,-,260,248
45081,Starlink 1151,Starlink V1.0-L3-38,2020 Jan 29,-,260,248
45082,Starlink 1160,Starlink V1.0-L3-39,2020 Jan 29,2024 Sep 12 1123?,260,248
45083,Starlink 1190,Starlink V1.0-L3-40,2020 Jan 29,-,260,248
45084,Starlink 1173,Starlink V1.0-L3-41,2020 Jan 29,-,260,248
45085,Starlink 1179,Starlink V1.0-L3-42,2020 Jan 29,-,260,248
45086,Starlink 1181,Starlink V1.0-L3-43,2020 Jan 29,2023 May 18 2200?,260,248
45087,Starlink 1185,Starlink V1.0-L3-44,2020 Jan 29,-,260,248
45088,Starlink 1183,Starlink V1.0-L3-45,2020 Jan 29,-,260,248
45089,Starlink 1136,Starlink V1.0-L3-46,2020 Jan 29,2025 Jan 16 2203,260,248
45090,Starlink 1176,Starlink V1.0-L3-47,2020 Jan 29,-,260,248
45091,Starlink 1127,Starlink V1.0-L3-48,2020 Jan 29,2021 Aug 26 0900?,260,248
45092,Starlink 1137,Starlink V1.0-L3-49,2020 Jan 29,2025 Apr 17 0650,260,248
45093,Starlink 1142,Starlink V1.0-L3-50,2020 Jan 29,-,260,248
45094,Starlink 1146,Starlink V1.0-L3-51,2020 Jan 29,-,260,248
45095,Starlink 1147,Starlink V1.0-L3-52,2020 Jan 29,-,260,248
45096,Starlink 1152,Starlink V1.0-L3-53,2020 Jan 29,-,260,248
45097,Starlink 1175,Starlink V1.0-L3-54 (U),2020 Jan 29,2021 Mar 19 0515?,260,248
45098,Starlink 1184,Starlink V1.0-L3-55,2020 Jan 29,-,260,248
45099,Starlink 1186,Starlink V1.0-L3-56,2020 Jan 29,2025 Feb 13 0005?,260,248
45100,Starlink 1193,Starlink V1.0-L3-57,2020 Jan 29,-,260,248
45101,Starlink 1194,Starlink V1.0-L3-58,2020 Jan 29,2024 Jul 29 2329,260,248
45102,Starlink 1195,Starlink V1.0-L3-59,2020 Jan 29,2024 Feb 14 2350?,260,248
45103,Starlink 1196,Starlink V1.0-L3-60,2020 Jan 29,2024 Aug 25 1816,260,248
45104,Starlink deployment rail,-,2020 Jan 29,2020 Mar 29,100,100
45105,Starlink deployment rail,-,2020 Jan 29,2020 Mar 31,100,100
45106,Starlink deployment rail,-,2020 Jan 29,2020 Mar 25,100,100
45107,Starlink deployment rail,-,2020 Jan 29,2020 Mar 22,100,100
45178,Starlink 1138,Starlink V1.0-L4-01,2020 Feb 17,2025 Jan 24 0440,260,248
45179,Starlink 1143,Starlink V1.0-L4-02,2020 Feb 17,-,260,248
45180,Starlink 1192,Starlink V1.0-L4-03,2020 Feb 17,2023 Oct  6 0330?,260,248
45181,Starlink 1200,Starlink V1.0-L4-04,2020 Feb 17,-,260,248
45182,Starlink 1201,Starlink V1.0-L4-05,2020 Feb 17,-,260,248
45183,Starlink 1202,Starlink V1.0-L4-06,2020 Feb 17,-,260,248
45184,Starlink 1205,Starlink V1.0-L4-07,2020 Feb 17,2025 Mar 25 0845,260,248
45185,Starlink 1216,Starlink V1.0-L4-08,2020 Feb 17,-,260,248
45186,Starlink 1224,Starlink V1.0-L4-09,2020 Feb 17,-,260,248
45187,Starlink 1225,Starlink V1.0-L4-10,2020 Feb 17,-,260,248
45188,Starlink 1228,Starlink V1.0-L4-11,2020 Feb 17,-,260,248
45189,Starlink 1230,Starlink V1.0-L4-12,2020 Feb 17,-,260,248
45190,Starlink 1234,Starlink V1.0-L4-13,2020 Feb 17,-,260,248
45191,Starlink 1236,Starlink V1.0-L4-14,2020 Feb 17,2025 Feb  7,260,248
45192,Starlink 1237,Starlink V1.0-L4-15,2020 Feb 17,-,260,248
45193,Starlink 1239,Starlink V1.0-L4-16,2020 Feb 17,2024 Aug 10 0800?,260,248
45194,Starlink 1240,Starlink V1.0-L4-17,2020 Feb 17,-,260,248
45195,Starlink 1241,Starlink V1.0-L4-18,2020 Feb 17,2023 Jul 16 1531,260,248
45196,Starlink 1244,Starlink V1.0-L4-19,2020 Feb 17,-,260,248
45197,Starlink 1269,Starlink V1.0-L4-20,2020 Feb 17,-,260,248
45198,Starlink 1154,Starlink V1.0-L4-21,2020 Feb 17,-,260,248
45199,Starlink 1197,Starlink V1.0-L4-22,2020 Feb 17,2024 Sep  7 0628,260,248
45200,Starlink 1198,Starlink V1.0-L4-23,2020 Feb 17,2021 Jul 31 0100?,260,248
45201,Starlink 1199,Starlink V1.0-L4-24,2020 Feb 17,-,260,248
45202,Starlink 1203,Starlink V1.0-L4-25,2020 Feb 17,2023 Apr 20 0716,260,248
45203,Starlink 1204,Starlink V1.0-L4-26,2020 Feb 17,2022 Jan 21 1322,260,248
45204,Starlink 1206,Starlink V1.0-L4-27,2020 Feb 17,-,260,248
45205,Starlink 1208,Starlink V1.0-L4-28,2020 Feb 17,-,260,248
45206,Starlink 1209,Starlink V1.0-L4-29,2020 Feb 17,-,260,248
45207,Starlink 1210,Starlink V1.0-L4-30,2020 Feb 17,-,260,248
45208,Starlink 1211,Starlink V1.0-L4-31,2020 Feb 17,2023 Dec  5 1757,260,248
45209,Starlink 1218,Starlink V1.0-L4-32,2020 Feb 17,2022 Oct 15 1440?,260,248
45210,Starlink 1219,Starlink V1.0-L4-33,2020 Feb 17,-,260,248
45211,Starlink 1220,Starlink V1.0-L4-34,2020 Feb 17,2020 Feb 28,260,248
45212,Starlink 1231,Starlink V1.0-L4-35,2020 Feb 17,-,260,248
45213,Starlink 1232,Starlink V1.0-L4-36,2020 Feb 17,2023 Dec 13 0122,260,248
45214,Starlink 1233,Starlink V1.0-L4-37,2020 Feb 17,2024 Sep  7 2001,260,248
45215,Starlink 1245,Starlink V1.0-L4-38,2020 Feb 17,2024 Jun 25 0300?,260,248
45216,Starlink 1254,Starlink V1.0-L4-39,2020 Feb 17,2021 Nov 26 2330?,260,248
45217,Starlink 1271,Starlink V1.0-L4-40,2020 Feb 17,-,260,248
45218,Starlink 1105,Starlink V1.0-L4-41,2020 Feb 17,2021 Jun 16 1015?,260,248
45219,Starlink 1187,Starlink V1.0-L4-42,2020 Feb 17,2025 Jun 27 1456,260,248
45220,Starlink 1188,Starlink V1.0-L4-43,2020 Feb 17,2021 Dec 24,260,248
45221,Starlink 1189,Starlink V1.0-L4-44,2020 Feb 17,2025 Apr  1 1242,260,248
45222,Starlink 1191,Starlink V1.0-L4-45,2020 Feb 17,-,260,248
45223,Starlink 1212,Starlink V1.0-L4-46,2020 Feb 17,-,260,248
45224,Starlink 1214,Starlink V1.0-L4-47,2020 Feb 17,2022 Jun  7 0041,260,248
45225,Starlink 1215,Starlink V1.0-L4-48,2020 Feb 17,-,260,248
45226,Starlink 1217,Starlink V1.0-L4-49,2020 Feb 17,-,260,248
45227,Starlink 1221,Starlink V1.0-L4-50,2020 Feb 17,-,260,248
45228,Starlink 1222,Starlink V1.0-L4-51,2020 Feb 17,-,260,248
45229,Starlink 1226,Starlink V1.0-L4-52,2020 Feb 17,-,260,248
45230,Starlink 1227,Starlink V1.0-L4-53,2020 Feb 17,-,260,248
45231,Starlink 1229,Starlink V1.0-L4-54,2020 Feb 17,2022 Oct 23 0932,260,248
45232,Starlink 1235,Starlink V1.0-L4-55,2020 Feb 17,2025 Apr 10 2040,260,248
